address;lon;lat;CnpjBase;CnpjSequencial;CnpjDv;NomeIf;Segmento;CodigoCompe;NomeAgencia;Endereco;Numero;Complemento;Bairro;Cep;MunicipioIbge;Municipio;UF;DataInicio;DDD;Telefone;Posicao;endereco_completo
Praça Sílvio Romero, Tatuapé, São Paulo, 03081-000;-46.57436217062529;-23.5452946436664;90400888;1475;93;BANCO SANTANDER (BRASIL) S.A.;Banco Múltiplo;3717.0;001 3717 TATUAPE-SP-SP;PRACA SILVIO ROMERO;;;CIDADE MAE DO CEU;03323-000;3550308;SAO PAULO;SP;30/04/2009;11.0;22278530.0;28/12/2021;PRACA SILVIO ROMERO, , CIDADE MAE DO CEU, 03323-000, SAO PAULO
Avenida Conselheiro Carrão 3360, Carrão, São Paulo, 03403-003;-46.52990999935656;-23.552159989975465;60701190;402;38;ITAÚ UNIBANCO S.A.;Banco Múltiplo;467.0;SAO PAULO/VILA CARRAO;AV. CONSELHEIRO CARRAO, 3360;;;VILA CARRÃO;03402-000;3550308;SAO PAULO;SP;08/05/1961;11.0;30034828.0;28/12/2021;AV. CONSELHEIRO CARRAO, 3360, , VILA CARRÃO, 03402-000, SAO PAULO
Avenida Doutor Eduardo Cotching 1753, Vila Formosa, São Paulo, 03356-001;-46.54523999735025;-23.56512997931108;60701190;374;40;ITAÚ UNIBANCO S.A.;Banco Múltiplo;74.0;SAO PAULO/VILA FORMOSA;AV.DR.EDUARDO COTCHING - 1753;;;VILA FORMOSA;03356-001;3550308;SAO PAULO;SP;14/05/1971;11.0;30034828.0;28/12/2021;AV.DR.EDUARDO COTCHING - 1753, , VILA FORMOSA, 03356-001, SAO PAULO
Avenida Jabaquara, Saúde, São Paulo, 04046-000;-46.63786991808465;-23.608734944653108;60701190;377;92;ITAÚ UNIBANCO S.A.;Banco Múltiplo;150.0;SAO PAULO/S.JUDAS TADEU;AV. JABAQUARA, 2918;;;MIRANDOPÓLIS;04046-500;3550308;SAO PAULO;SP;06/08/1971;11.0;30034828.0;28/12/2021;AV. JABAQUARA, 2918, , MIRANDOPÓLIS, 04046-500, SAO PAULO
Avenida Professor Francisco Morato 3209, Vila Sônia, São Paulo, 05521-000;-46.72878918841445;-23.589180307798745;60701190;379;54;ITAÚ UNIBANCO S.A.;Banco Múltiplo;62.0;SAO PAULO/VILA SONIA;AV. PROF. FRANCISCO MORATO 3209;;;VILA SONIA;05521-000;3550308;SAO PAULO;SP;10/08/1971;11.0;30034828.0;28/12/2021;AV. PROF. FRANCISCO MORATO 3209, , VILA SONIA, 05521-000, SAO PAULO
Rua Domingos de Morais 454, Vila Mariana, São Paulo, 04010-000;-46.6393100128692;-23.581150017483694;60701190;383;30;ITAÚ UNIBANCO S.A.;Banco Múltiplo;81.0;SAO PAULO/VILA MARIANA;RUA DOMINGOS DE MORAIS - 454;;;VILA MARIANA;04010-000;3550308;SAO PAULO;SP;18/11/1971;11.0;30034828.0;28/12/2021;RUA DOMINGOS DE MORAIS - 454, , VILA MARIANA, 04010-000, SAO PAULO
Rua Silva Teles 1100, Pari, São Paulo, 03026-001;-46.60921001183297;-23.528919989955114;60701190;385;0;ITAÚ UNIBANCO S.A.;Banco Múltiplo;38.0;SAO PAULO/PARI;RUA SILVA TELES, N 1100;;;PARI;03026-000;3550308;SAO PAULO;SP;05/01/1972;11.0;30034828.0;28/12/2021;RUA SILVA TELES, N 1100, , PARI, 03026-000, SAO PAULO
Rua Luís Góis 1038, Saúde, São Paulo, 04043-100;-46.63776003133401;-23.603989991175013;60701190;408;23;ITAÚ UNIBANCO S.A.;Banco Múltiplo;440.0;SAO PAULO/LUIS GOIS;RUA LUIS GOES, 1038;;;MIRANDOPOLIS;04043-100;3550308;SAO PAULO;SP;24/02/1967;11.0;30034828.0;28/12/2021;RUA LUIS GOES, 1038, , MIRANDOPOLIS, 04043-100, SAO PAULO
Avenida Brigadeiro Faria Lima, Pinheiros, São Paulo, 01451-001;-46.69043468344513;-23.571951398953278;60701190;412;0;ITAÚ UNIBANCO S.A.;Banco Múltiplo;445.0;SP/IGUATEMI;AV. BRIGADEIRO FARIA LIMA, 2255;;;JARDIM PAULISTANO;01451-001;3550308;SAO PAULO;SP;16/12/1966;11.0;30034828.0;28/12/2021;AV. BRIGADEIRO FARIA LIMA, 2255, , JARDIM PAULISTANO, 01451-001, SAO PAULO
Avenida Professor Celestino Bourroul 949, Limão, São Paulo, 02710-001;-46.67307411549447;-23.50523771047018;60701190;413;90;ITAÚ UNIBANCO S.A.;Banco Múltiplo;466.0;SAO PAULO/LIMAO;RUA PROF. CELESTINO BOURROUL, 949;;;LIMAO;02710-001;3550308;SAO PAULO;SP;04/01/1944;11.0;30034828.0;28/12/2021;RUA PROF. CELESTINO BOURROUL, 949, , LIMAO, 02710-001, SAO PAULO
Rua Teodoro Sampaio 1756, Pinheiros, São Paulo, 05406-100;-46.685639976843106;-23.562390018982057;60701190;415;52;ITAÚ UNIBANCO S.A.;Banco Múltiplo;444.0;S.PAULO/R.TEODORO SAMPAIO;RUA TEODORO SAMPAIO, 1756;;;PINHEIROS;05406-150;3550308;SAO PAULO;SP;25/11/1966;11.0;30034828.0;28/12/2021;RUA TEODORO SAMPAIO, 1756, , PINHEIROS, 05406-150, SAO PAULO
Avenida Brigadeiro Luís Antônio 324, República, São Paulo, 01317-000;-46.63824635226497;-23.553272424424563;60701190;486;46;ITAÚ UNIBANCO S.A.;Banco Múltiplo;349.0;SAO PAULO/MARIA PAULA;AV. BRIGADEIRO LUIS ANTONIO, 324;;;BELA VISTA;01318-000;3550308;SAO PAULO;SP;26/10/1973;11.0;30034828.0;28/12/2021;AV. BRIGADEIRO LUIS ANTONIO, 324, , BELA VISTA, 01318-000, SAO PAULO
Avenida Santa Marina 2367, Freguesia do Ó, São Paulo, 02732-040;-46.694009977716036;-23.504069993972806;60701190;512;72;ITAÚ UNIBANCO S.A.;Banco Múltiplo;354.0;S.PAULO/N.SENHORA DO O;AV. SANTA MARINA, 2367;;;FREGUESIA DO O;02732-040;3550308;SAO PAULO;SP;03/03/1969;11.0;30034828.0;28/12/2021;AV. SANTA MARINA, 2367, , FREGUESIA DO O, 02732-040, SAO PAULO
Avenida Santo Amaro 4718, Itaim Bibi, São Paulo, 04702-000;-46.68609997568936;-23.62422000785554;60701190;514;34;ITAÚ UNIBANCO S.A.;Banco Múltiplo;390.0;SAO PAULO/BROOKLIN;AV. SANTO AMARO 4718;;;SANTO AMARO;04702-000;3550308;SAO PAULO;SP;23/08/1974;11.0;30034828.0;28/12/2021;AV. SANTO AMARO 4718, , SANTO AMARO, 04702-000, SAO PAULO
Avenida Paulista 1159, Jardim Paulista, São Paulo, 01311-200;-46.65316999268401;-23.564380008524466;60701190;520;82;ITAÚ UNIBANCO S.A.;Banco Múltiplo;367.0;SAO PAULO/TRIANON;AV. PAULISTA, 1159, LOJA I;;;B. VISTA;01311-200;3550308;SAO PAULO;SP;05/12/1960;11.0;30034828.0;28/12/2021;AV. PAULISTA, 1159, LOJA I, , B. VISTA, 01311-200, SAO PAULO
Avenida Santa Catarina 1574, Jabaquara, São Paulo, 04378-100;-46.662427802150894;-23.64834068311091;60701190;524;6;ITAÚ UNIBANCO S.A.;Banco Múltiplo;360.0;S.PAULO/AV.SANTA CATARINA;AV. SANTA CATARINA, 1574;;;VILA SANTA CATARINA;04378-100;3550308;SAO PAULO;SP;29/10/1974;11.0;30034828.0;28/12/2021;AV. SANTA CATARINA, 1574, , VILA SANTA CATARINA, 04378-100, SAO PAULO
Rua Gregório Ramalho 44, Itaquera, São Paulo, 08210-430;-46.45408561691606;-23.535809636226674;60701190;545;30;ITAÚ UNIBANCO S.A.;Banco Múltiplo;682.0;SAO PAULO/ITAQUERA;RUA GREGORIO RAMALHO, 44;;;ITAQUERA;08210-430;3550308;SAO PAULO;SP;02/07/1959;11.0;30034828.0;28/12/2021;RUA GREGORIO RAMALHO, 44, , ITAQUERA, 08210-430, SAO PAULO
Rua da Cantareira 371, Sé, São Paulo, 01024-100;-46.62986997823691;-23.54099998881155;60701190;546;11;ITAÚ UNIBANCO S.A.;Banco Múltiplo;728.0;SAO PAULO/CANTAREIRA;RUA DA CANTAREIRA, 371;;;CENTRO;01024-100;3550308;SAO PAULO;SP;02/07/1957;11.0;30034828.0;28/12/2021;RUA DA CANTAREIRA, 371, , CENTRO, 01024-100, SAO PAULO
Avenida Professor Vicente Ráo 954, Santo Amaro, São Paulo, 04636-000;-46.6810131833402;-23.633040734479465;60701190;559;36;ITAÚ UNIBANCO S.A.;Banco Múltiplo;3169.0;SP/AV. VICENTE RAO;AV. VICENTE RAO, 954;;;JARDIM PETROPOLIS;04636-000;3550308;SAO PAULO;SP;27/08/2001;11.0;30034828.0;28/12/2021;AV. VICENTE RAO, 954, , JARDIM PETROPOLIS, 04636-000, SAO PAULO
Rua Bom Pastor 1398, Ipiranga, São Paulo, 04203-001;-46.60734998369932;-23.58849000818492;60701190;571;22;ITAÚ UNIBANCO S.A.;Banco Múltiplo;644.0;SAO PAULO/BOM PASTOR;RUA BOM PASTOR, 1398;;;IPIRANGA;04203-001;3550308;SAO PAULO;SP;02/02/1968;11.0;30034828.0;28/12/2021;RUA BOM PASTOR, 1398, , IPIRANGA, 04203-001, SAO PAULO
Avenida Washington Luís 4615, Campo Belo, São Paulo, 04627-002;-46.67246002083294;-23.638409983198343;60701190;573;94;ITAÚ UNIBANCO S.A.;Banco Múltiplo;668.0;SAO PAULO/WASHINGTON LUIS;AV.WASHINGTON LUIS - 4615/9;;;SANTO AMARO;04627-002;3550308;SAO PAULO;SP;21/11/1969;11.0;30034828.0;28/12/2021;AV.WASHINGTON LUIS - 4615/9, , SANTO AMARO, 04627-002, SAO PAULO
Rua Marquês de Itu 425, Consolação, São Paulo, 01223-001;-46.64853999700796;-23.543889985207414;60701190;644;12;ITAÚ UNIBANCO S.A.;Banco Múltiplo;553.0;SAO PAULO/VILA BUARQUE;RUA MARQUES DE ITU, 425;;;VILA BUARQUE;01223-001;3550308;SAO PAULO;SP;02/08/1962;11.0;30034828.0;28/12/2021;RUA MARQUES DE ITU, 425, , VILA BUARQUE, 01223-001, SAO PAULO
Alameda Nothmann 702, Santa Cecília, São Paulo, 01216-000;-46.64768001374216;-23.533469980365354;60701190;650;60;ITAÚ UNIBANCO S.A.;Banco Múltiplo;609.0;SAO PAULO/CAMPOS ELISEOS;ALAMEDA NOTHMAN, 702;;;CAMPOS ELISEOS;01216-000;3550308;SAO PAULO;SP;13/07/1962;11.0;30034828.0;28/12/2021;ALAMEDA NOTHMAN, 702, , CAMPOS ELISEOS, 01216-000, SAO PAULO
Rua Heitor Penteado 1994, Perdizes, São Paulo, 05437-002;-46.695800016958174;-23.542279989245472;60701190;652;22;ITAÚ UNIBANCO S.A.;Banco Múltiplo;619.0;SAO PAULO/HEITOR PENTEADO;AV.HEITOR PENTEADO - 1994;;;SUMAREZINHO;54383-000;3550308;SAO PAULO;SP;07/02/1972;11.0;30034828.0;28/12/2021;AV.HEITOR PENTEADO - 1994, , SUMAREZINHO, 54383-000, SAO PAULO
Avenida Celso Garcia 3683, Tatuapé, São Paulo, 03063-000;-46.57677003488726;-23.53492998216997;60701190;653;3;ITAÚ UNIBANCO S.A.;Banco Múltiplo;525.0;SAO PAULO/TATUAPE;AV. CELSO GARCIA, 3683;;;TATUAPE;03063-000;3550308;SAO PAULO;SP;09/10/1964;11.0;30034828.0;28/12/2021;AV. CELSO GARCIA, 3683, , TATUAPE, 03063-000, SAO PAULO
Avenida Cidade Jardim 87, Pinheiros, São Paulo, 01453-000;-46.68159998333155;-23.578829990503763;360305;1360;6;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;1360.0;JARDIM EUROPA, SP;AVENIDA CIDADE JARDIM NUM 87;;;ITAIM BIBI;01453-000;3550308;SAO PAULO;SP;24/08/1981;11.0;34757950.0;28/12/2021;AVENIDA CIDADE JARDIM NUM 87, , ITAIM BIBI, 01453-000, SAO PAULO
Rua Cerro Corá, Lapa, São Paulo, 05061-050;-46.698759876517;-23.54101995869587;60701190;635;21;ITAÚ UNIBANCO S.A.;Banco Múltiplo;1572.0;SP/CERRO CORA;RUA CERRO CORA, 1.777;;;VILA ROMANA;05061-350;3550308;SAO PAULO;SP;23/10/1961;11.0;30034828.0;28/12/2021;RUA CERRO CORA, 1.777, , VILA ROMANA, 05061-350, SAO PAULO
Rua Barra do Tibagi 709, Bom Retiro, São Paulo, 01128-000;-46.64472002845477;-23.524519993702185;60701190;638;74;ITAÚ UNIBANCO S.A.;Banco Múltiplo;585.0;SAO PAULO/BARRA DO TIBAGI;RUA BARRA DO TIBAGI,709;;;BOM RETIRO;01128-000;3550308;SAO PAULO;SP;02/01/1958;11.0;30034828.0;28/12/2021;RUA BARRA DO TIBAGI,709, , BOM RETIRO, 01128-000, SAO PAULO
Avenida Paulista 680, Bela Vista, São Paulo, 01310-100;-46.649550016340584;-23.566960000231376;60701190;640;99;ITAÚ UNIBANCO S.A.;Banco Múltiplo;646.0;SAO PAULO/NOVA PAULISTA;AV.PAULISTA - 680;;;BELA VISTA;01310-100;3550308;SAO PAULO;SP;24/01/1963;11.0;30034828.0;28/12/2021;AV.PAULISTA - 680, , BELA VISTA, 01310-100, SAO PAULO
Avenida Morumbi 7710, Itaim Bibi, São Paulo, 04703-000;-46.69637996083887;-23.61941998527358;60701190;641;70;ITAÚ UNIBANCO S.A.;Banco Múltiplo;641.0;SP-AV. MORUMBI;AV MORUMBI 7710;;;SANTO AMARO;04703-000;3550308;SAO PAULO;SP;21/02/1972;11.0;30034828.0;28/12/2021;AV MORUMBI 7710, , SANTO AMARO, 04703-000, SAO PAULO
Rua Voluntários da Pátria 1780, Santana, São Paulo, 02010-500;-46.62627003464209;-23.50459000724581;60701190;692;10;ITAÚ UNIBANCO S.A.;Banco Múltiplo;355.0;S.PAULO/VOLUNT.DA PATRIA;RUA VOLUNTARIOS DA PATRIA - 1780;;;SANTANA;02010-500;3550308;SAO PAULO;SP;21/10/1975;11.0;30034828.0;28/12/2021;RUA VOLUNTARIOS DA PATRIA - 1780, , SANTANA, 02010-500, SAO PAULO
Avenida Paes de Barros 2246, Móoca, São Paulo, 03114-001;-46.58781998166248;-23.570370009900245;60701190;662;2;ITAÚ UNIBANCO S.A.;Banco Múltiplo;378.0;SAO PAULO/PAES DE BARROS;AV.PAES DE BARROS- 2246;;;MOOCA;03114-001;3550308;SAO PAULO;SP;02/07/1957;11.0;30034828.0;28/12/2021;AV.PAES DE BARROS- 2246, , MOOCA, 03114-001, SAO PAULO
Avenida Professor Ascendino Reis 661, Vila Mariana, São Paulo, 04027-000;-46.65040999960638;-23.596639984099497;60701190;1525;40;ITAÚ UNIBANCO S.A.;Banco Múltiplo;2923.0;SP/VILA CLEMENTINO;AV.PROF. ASCENDINO REIS, 661;;;V.CLEMENTINO;04027-000;3550308;SAO PAULO;SP;28/01/1994;11.0;30034828.0;28/12/2021;AV.PROF. ASCENDINO REIS, 661, , V.CLEMENTINO, 04027-000, SAO PAULO
Avenida Imperatriz Leopoldina 201, Vila Leopoldina, São Paulo, 05305-010;-46.736119988717206;-23.525109995866714;60701190;675;19;ITAÚ UNIBANCO S.A.;Banco Múltiplo;734.0;S.PAULO/IMPER.LEOPOLDINA;AV.IMPERATRIZ LEOPOLDINA - 201;;;VILA HAMBUUGUESA;05305-010;3550308;SAO PAULO;SP;10/07/1975;11.0;30034828.0;28/12/2021;AV.IMPERATRIZ LEOPOLDINA - 201, , VILA HAMBUUGUESA, 05305-010, SAO PAULO
Avenida São Gabriel 605, Itaim Bibi, São Paulo, 01435-001;-46.67131002371727;-23.578009988916108;60701190;678;61;ITAÚ UNIBANCO S.A.;Banco Múltiplo;399.0;SAO PAULO/ITACEMA;AV. SAO GABRIEL - 605;;;JARDIM PAULISTA;01435-001;3550308;SAO PAULO;SP;06/08/1975;11.0;30034828.0;28/12/2021;AV. SAO GABRIEL - 605, , JARDIM PAULISTA, 01435-001, SAO PAULO
Rua Cardoso de Almeida 218, Barra Funda, São Paulo, 05013-000;-46.66514999543557;-23.533620016432195;60701190;685;90;ITAÚ UNIBANCO S.A.;Banco Múltiplo;383.0;S.PAULO/CARDOSO ALMEIDA;RUA CARDOSO DE ALMEIDA, 218;;;CENTRO;05013-000;3550308;SAO PAULO;SP;15/01/1962;11.0;30034828.0;28/12/2021;RUA CARDOSO DE ALMEIDA, 218, , CENTRO, 05013-000, SAO PAULO
Avenida Padre Antônio José dos Santos 929, Itaim Bibi, São Paulo, 04563-013;-46.68700999891712;-23.610150019456697;60701190;690;58;ITAÚ UNIBANCO S.A.;Banco Múltiplo;741.0;SAO PAULO/BROOKLIN NOVO;AV. PE. ANTONIO JOSE DOS SANTOS 929;;;CIDADE MONCOES;04563-013;3550308;SAO PAULO;SP;24/10/1975;11.0;30034828.0;28/12/2021;AV. PE. ANTONIO JOSE DOS SANTOS 929, , CIDADE MONCOES, 04563-013, SAO PAULO
Rua Maria Amália Lopes de Azevedo 857, Tremembé, São Paulo, 02350-012;-46.61734161753663;-23.457716765175633;60701190;691;39;ITAÚ UNIBANCO S.A.;Banco Múltiplo;384.0;SAO PAULO/HORTO FLORESTAL;RUA MARIA AMALIA LOPES AZEVEDO, 857;;;VILA ALBERTINA;02350-001;3550308;SAO PAULO;SP;13/10/1975;11.0;30034828.0;28/12/2021;RUA MARIA AMALIA LOPES AZEVEDO, 857, , VILA ALBERTINA, 02350-001, SAO PAULO
Rua Tobias Barreto 904, Móoca, São Paulo, 03176-000;-46.58839003489743;-23.55026999653795;60701190;694;81;ITAÚ UNIBANCO S.A.;Banco Múltiplo;375.0;S.PAULO/R.TOBIAS BARRETO;RUA TOBIAS BARRETO, 904;;;MOOCA;03176-000;3550308;SAO PAULO;SP;24/10/1975;11.0;30034828.0;28/12/2021;RUA TOBIAS BARRETO, 904, , MOOCA, 03176-000, SAO PAULO
Avenida João Dias 2024, Santo Amaro, São Paulo, 04724-003;-46.71984588177274;-23.64474404520066;60701190;695;62;ITAÚ UNIBANCO S.A.;Banco Múltiplo;738.0;SAO PAULO/JOAO DIAS;AV. JOAO DIAS, 2024;;;SANTO AMARO;04724-003;3550308;SAO PAULO;SP;30/10/1975;11.0;30034828.0;28/12/2021;AV. JOAO DIAS, 2024, , SANTO AMARO, 04724-003, SAO PAULO
Rua Domingos de Morais 2720, Vila Mariana, São Paulo, 04036-100;-46.63672062094512;-23.599591059317337;60701190;699;96;ITAÚ UNIBANCO S.A.;Banco Múltiplo;368.0;SAO PAULO/EST.SANTA CRUZ;RUA DOMINGOS DE MORAES, 2720;;;VILA MARIANA;04036-000;3550308;SAO PAULO;SP;04/12/1975;11.0;30034828.0;28/12/2021;RUA DOMINGOS DE MORAES, 2720, , VILA MARIANA, 04036-000, SAO PAULO
Avenida General Ataliba Leonel 3055, Tucuruvi, São Paulo, 02242-001;-46.608130003608835;-23.489299990930263;60701190;708;11;ITAÚ UNIBANCO S.A.;Banco Múltiplo;746.0;SAO PAULO/ATALIBA LEONEL;AV. GAL. ATALIBA LEONEL, 3055;;;TUCURUVI;02242-001;3550308;SAO PAULO;SP;15/03/1976;11.0;30034828.0;28/12/2021;AV. GAL. ATALIBA LEONEL, 3055, , TUCURUVI, 02242-001, SAO PAULO
Avenida Itaberaba 1942, Freguesia do Ó, São Paulo, 02739-000;-46.69176999791142;-23.485479980467574;60701190;725;12;ITAÚ UNIBANCO S.A.;Banco Múltiplo;622.0;SAO PAULO/AV.ITABERABA;AV. ITABERABA 1942;;;NOSSA SENHORA DO O;02739-000;3550308;SAO PAULO;SP;07/06/1976;11.0;30034828.0;28/12/2021;AV. ITABERABA 1942, , NOSSA SENHORA DO O, 02739-000, SAO PAULO
Avenida Paula Ferreira, Pirituba, São Paulo, 02915-100;-46.72135493099752;-23.48824496077758;60701190;732;41;ITAÚ UNIBANCO S.A.;Banco Múltiplo;755.0;SAO PAULO/PIRITUBA;AV. PAULA FERREIRA, 3.029;;;VILA BARRETO;02915-100;3550308;SAO PAULO;SP;02/06/1976;11.0;30034828.0;28/12/2021;AV. PAULA FERREIRA, 3.029, , VILA BARRETO, 02915-100, SAO PAULO
Rua Fernando Falcão 1250, Móoca, São Paulo, 03180-002;-46.58936996319767;-23.564139992727036;60701190;746;47;ITAÚ UNIBANCO S.A.;Banco Múltiplo;672.0;SAO PAULO/FERNANDO FALCAO;RUA FERNANDO FALCAO, 1250;;;VILA CLAUDIA;03180-002;3550308;SAO PAULO;SP;20/07/1976;11.0;30034828.0;28/12/2021;RUA FERNANDO FALCAO, 1250, , VILA CLAUDIA, 03180-002, SAO PAULO
Avenida Vereador José Diniz, Campo Belo, São Paulo, 04604-006;-46.67604760885298;-23.618433569455767;60701190;752;95;ITAÚ UNIBANCO S.A.;Banco Múltiplo;772.0;SAO PAULO/VIEIRA MORAES;AV.VEREADOR JOSE DINIZ;;;CAMPO BELO;04604-006;3550308;SAO PAULO;SP;19/09/1977;11.0;30034828.0;28/12/2021;AV.VEREADOR JOSE DINIZ, , CAMPO BELO, 04604-006, SAO PAULO
Avenida Parada Pinto 100, Cachoeirinha, São Paulo, 02611-002;-46.66692000192913;-23.473010013565897;60701190;754;57;ITAÚ UNIBANCO S.A.;Banco Múltiplo;756.0;S.PAULO/V.N.CACHOEIRINHA;AV. PARADA PINTO, 100;;;V.NOVA CACHOEIRINHA;02611-002;3550308;SAO PAULO;SP;16/08/1976;11.0;30034828.0;28/12/2021;AV. PARADA PINTO, 100, , V.NOVA CACHOEIRINHA, 02611-002, SAO PAULO
Rua Clodomiro Amazonas 1132, Itaim Bibi, São Paulo, 04537-002;-46.67716000540051;-23.594170004871756;60701190;760;3;ITAÚ UNIBANCO S.A.;Banco Múltiplo;742.0;S.PAULO/CLODOM.AMAZONAS;RUA CLODOMIRO AMAZONAS, 1132;;;VILA NOVA CONCEIÇÃO;04537-002;3550308;SAO PAULO;SP;16/09/1976;11.0;30034828.0;28/12/2021;RUA CLODOMIRO AMAZONAS, 1132, , VILA NOVA CONCEIÇÃO, 04537-002, SAO PAULO
Avenida Ibirapuera 2596, Moema, São Paulo, 04028-002;-46.66497939611515;-23.606339381985325;60701190;736;75;ITAÚ UNIBANCO S.A.;Banco Múltiplo;745.0;SAO PAULO/BAIRRO MOEMA;AV.IBIRAPUERA - 2596;;;INDIANOPOLIS;04028-002;3550308;SAO PAULO;SP;09/06/1976;11.0;30034828.0;28/12/2021;AV.IBIRAPUERA - 2596, , INDIANOPOLIS, 04028-002, SAO PAULO
Rua Maciel Monteiro 409, Artur Alvim, São Paulo, 03566-000;-46.49061002139496;-23.539370002010543;60701190;740;51;ITAÚ UNIBANCO S.A.;Banco Múltiplo;764.0;SAO PAULO/ARTUR ALVIM;RUA MACIEL MONTEIRO, 409;;;VILA NHOCUNE;03566-000;3550308;SAO PAULO;SP;12/07/1976;11.0;30034828.0;28/12/2021;RUA MACIEL MONTEIRO, 409, , VILA NHOCUNE, 03566-000, SAO PAULO
Avenida Sapopemba 8756, Sapopemba, São Paulo, 03988-000;-46.522444147574305;-23.598130525977037;60701190;798;78;ITAÚ UNIBANCO S.A.;Banco Múltiplo;760.0;SAO PAULO/SAPOPEMBA;AV. SAPOPEMBA, 8756;;;JD PLANALTO;03988-000;3550308;SAO PAULO;SP;25/02/1977;11.0;30034828.0;28/12/2021;AV. SAPOPEMBA, 8756, , JD PLANALTO, 03988-000, SAO PAULO
Rua Barão de Jundiaí 198, Lapa, São Paulo, 05073-010;-46.70663999705886;-23.524419997597306;60701190;800;27;ITAÚ UNIBANCO S.A.;Banco Múltiplo;757.0;SAO PAULO/CITY LAPA;RUA BR. DE JUNDIAI, 198;;;LAPA;05073-010;3550308;SAO PAULO;SP;07/03/1977;11.0;30034828.0;28/12/2021;RUA BR. DE JUNDIAI, 198, , LAPA, 05073-010, SAO PAULO
Avenida Mateo Bei 2296, São Mateus, São Paulo, 03949-200;-46.48306999657447;-23.602219984681454;60701190;801;8;ITAÚ UNIBANCO S.A.;Banco Múltiplo;776.0;S.PAULO/BAIRRO S.MATEUS;AV. MATEO BEI 2296;;;CIDADE SÃO MATEUS;03949-200;3550308;SAO PAULO;SP;08/03/1977;11.0;30034828.0;28/12/2021;AV. MATEO BEI 2296, , CIDADE SÃO MATEUS, 03949-200, SAO PAULO
Avenida Rio das Pedras, Aricanduva, São Paulo, 03452-100;-46.50940440190468;-23.568512656963506;60701190;804;50;ITAÚ UNIBANCO S.A.;Banco Múltiplo;770.0;SAO PAULO/JD.ARICANDUVA;AV. RIO DAS PEDRAS,;;;JARDIM ARICANDUVA;03452-100;3550308;SAO PAULO;SP;12/04/1977;11.0;30034828.0;28/12/2021;AV. RIO DAS PEDRAS,, , JARDIM ARICANDUVA, 03452-100, SAO PAULO
Rua Conselheiro Moreira de Barros 409, Santana, São Paulo, 02018-011;-46.62967996049193;-23.496350009691128;60701190;809;65;ITAÚ UNIBANCO S.A.;Banco Múltiplo;762.0;S.PAULO/MOREIRA BARROS;RUA CONSELHEIRO MOREIRA DE BARROS,409;;;SANTANA;02018-011;3550308;SAO PAULO;SP;19/04/1977;11.0;30034828.0;28/12/2021;RUA CONSELHEIRO MOREIRA DE BARROS,409, , SANTANA, 02018-011, SAO PAULO
Avenida Cangaíba 2650, Cangaíba, São Paulo, 03712-001;-46.53014997324448;-23.50613001431624;60701190;810;7;ITAÚ UNIBANCO S.A.;Banco Múltiplo;787.0;SAO PAULO/CANGAIBA;AV. CANGAIBA, 2650;;;CANGAIBA;03712-001;3550308;SAO PAULO;SP;19/04/1977;11.0;30034828.0;28/12/2021;AV. CANGAIBA, 2650, , CANGAIBA, 03712-001, SAO PAULO
Rua Tutóia 1160, Moema, São Paulo, 04007-005;-46.65012996022131;-23.580840012794752;60701190;780;49;ITAÚ UNIBANCO S.A.;Banco Múltiplo;740.0;SAO PAULO/RUA TUTOIA;RUA TUTOIA - 1160;;;VILA MARIANA;04007-005;3550308;SAO PAULO;SP;22/12/1976;11.0;30034828.0;28/12/2021;RUA TUTOIA - 1160, , VILA MARIANA, 04007-005, SAO PAULO
Avenida Gustavo Adolfo 1050, Vila Medeiros, São Paulo, 02209-001;-46.58923995987942;-23.482500004341134;60701190;781;20;ITAÚ UNIBANCO S.A.;Banco Múltiplo;747.0;SAO PAULO/VILA GUSTAVO;AV. GUSTAVO ADOLFO, 1050;;;VILA GUSTAVO;02209-001;3550308;SAO PAULO;SP;25/05/1959;11.0;30034828.0;28/12/2021;AV. GUSTAVO ADOLFO, 1050, , VILA GUSTAVO, 02209-001, SAO PAULO
Avenida Guapira 65, Tucuruvi, São Paulo, 02265-000;-46.6019099609004;-23.48143001249126;60701190;782;0;ITAÚ UNIBANCO S.A.;Banco Múltiplo;748.0;SAO PAULO/JACANA;AVENIDA GUAPIRA, 65;;;TUCURUVI;02265-002;3550308;SAO PAULO;SP;10/01/1977;11.0;30034828.0;28/12/2021;AVENIDA GUAPIRA, 65, , TUCURUVI, 02265-002, SAO PAULO
Rua Otelo Augusto Ribeiro 149, Guaianases, São Paulo, 08412-000;-46.40981563628643;-23.544945714152792;60701190;786;34;ITAÚ UNIBANCO S.A.;Banco Múltiplo;759.0;SAO PAUL0/GUAIANAZES;RUA OTELO AUGUSTO RIBEIRO 149;;;GUAIANAZES;08412-000;3550308;SAO PAULO;SP;19/11/1976;11.0;30034828.0;28/12/2021;RUA OTELO AUGUSTO RIBEIRO 149, , GUAIANAZES, 08412-000, SAO PAULO
