address;lon;lat;CnpjBase;CnpjSequencial;CnpjDv;NomeIf;Segmento;CodigoCompe;NomeAgencia;Endereco;Numero;Complemento;Bairro;Cep;MunicipioIbge;Municipio;UF;DataInicio;DDD;Telefone;Posicao;endereco_completo
Avenida Brigadeiro Faria Lima 3064, Itaim Bibi, São Paulo, 01451-000;-46.684069962559306;-23.583290001183414;17298092;1;30;BANCO ITAÚ BBA S.A.;Banco Múltiplo;2.0;CENTRAL;AVENIDA BRIGADEIRO FARIA LIMA;3064;1º, 2º, 3º (PARTE) 4º E 5º ANDARES;ITAIM BIBI;04538-132;3550308;SAO PAULO;SP;27/10/2004;31.0;2701112.0;28/12/2021;AVENIDA BRIGADEIRO FARIA LIMA, 3064, ITAIM BIBI, 04538-132, SAO PAULO
Avenida Paulista 1450, Bela Vista, São Paulo, 01310-100;-46.65516002413591;-23.5623499953944;60746948;8492;40;BANCO BRADESCO S.A.;Banco Múltiplo;3644.0;TOP TIER   URB  SAO PAULO  SP;AVENIDA PAULISTA;1450;8º ANDAR, SALA 2;BELA VISTA;01310-100;3550308;SAO PAULO;SP;10/10/2016;;;28/12/2021;AVENIDA PAULISTA, 1450, BELA VISTA, 01310-100, SAO PAULO
Rua da Consolação 75, República, São Paulo, 01301-000;-46.64223999094321;-23.548039991198124;360305;689;22;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;689.0;CONSOLACAO, SP;RUA DA CONSOLACAO, NUM 75;;;CONSOLACAO;01301-000;3550308;SAO PAULO;SP;07/08/1978;11.0;32998650.0;28/12/2021;RUA DA CONSOLACAO, NUM 75, , CONSOLACAO, 01301-000, SAO PAULO
Rua Vergueiro 128, Liberdade, São Paulo, 01504-000;-46.63911999512422;-23.563080017251465;360305;1349;9;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;1349.0;ESTACAO SAO JOAQUIM, SP;RUA VERGUEIRO, NUM 128;;;LIBERDADE;01504-000;3550308;SAO PAULO;SP;28/08/1981;11.0;34759000.0;28/12/2021;RUA VERGUEIRO, NUM 128, , LIBERDADE, 01504-000, SAO PAULO
Rua Clélia 1619, Lapa, São Paulo, 05042-000;-46.69836999229079;-23.52497001808368;360305;1372;40;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;1372.0;CLELIA, SP;RUA CLELIA, NUM 1619;;;LAPA;05042-001;3550308;SAO PAULO;SP;30/09/1981;11.0;35031350.0;28/12/2021;RUA CLELIA, NUM 1619, , LAPA, 05042-001, SAO PAULO
Avenida de Pinedo 228, Socorro, São Paulo, 04764-001;-46.713249965903;-23.667469999598097;360305;1598;4;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;1598.0;GUARAPIRANGA, SP;AVENIDA DE PINEDO, NUM 228;;;SOCORRO;04764-000;3550308;SAO PAULO;SP;01/06/1989;11.0;35838250.0;28/12/2021;AVENIDA DE PINEDO, NUM 228, , SOCORRO, 04764-000, SAO PAULO
Avenida das Nações Unidas 22540, Socorro, São Paulo, 04795-000;-46.69736944717435;-23.678214947370478;360305;4139;64;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4139.0;SP MARKET, SP;AVENIDA DAS NACOES UNIDAS, NUM 22540;;;VILA ALMEIDA;04795-000;3550308;SAO PAULO;SP;18/05/1999;11.0;35216800.0;28/12/2021;AVENIDA DAS NACOES UNIDAS, NUM 22540, , VILA ALMEIDA, 04795-000, SAO PAULO
Rua Salvador Gianeti 436, Guaianases, São Paulo, 08410-000;-46.41818995886399;-23.542450016151392;360305;4031;44;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4031.0;GUAIANASES, SP;RUA SALVADOR GIANETTI, NUM 436;;;GUAIANAZES;08410-000;3550308;SAO PAULO;SP;17/05/1999;11.0;33217650.0;28/12/2021;RUA SALVADOR GIANETTI, NUM 436, , GUAIANAZES, 08410-000, SAO PAULO
Rua Dona Maria Jovita da Conceição 56, Ermelino Matarazzo, São Paulo, 03809-150;-46.47876999642642;-23.489410003409446;360305;4048;92;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4048.0;ERMELINO MATARAZZO, SP;RUA MARIA JOVITA DA CONCEICAO, NUM 56;;;JARDIM BELEM;03809-150;3550308;SAO PAULO;SP;18/05/1999;11.0;35214707.0;28/12/2021;RUA MARIA JOVITA DA CONCEICAO, NUM 56, , JARDIM BELEM, 03809-150, SAO PAULO
Avenida Marechal Tito 1587, São Miguel, São Paulo, 08010-090;-46.43037003764434;-23.495129981774426;360305;4094;28;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4094.0;CURUCA, SP;AVENIDA MARECHAL TITO, NUM 1587;;;SAO MIGUEL PAULISTA;08022-000;3550308;SAO PAULO;SP;17/05/1999;11.0;34754800.0;28/12/2021;AVENIDA MARECHAL TITO, NUM 1587, , SAO MIGUEL PAULISTA, 08022-000, SAO PAULO
Rua Doutor Zuquim 1844, Santana, São Paulo, 02035-022;-46.62431058251601;-23.489862266612977;360305;4128;1;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4128.0;DR ZUQUIM, SP;RUA DOUTOR ZUQUIM, NUM 1844;;;SANTANA;02035-022;3550308;SAO PAULO;SP;18/05/1999;11.0;35216600.0;28/12/2021;RUA DOUTOR ZUQUIM, NUM 1844, , SANTANA, 02035-022, SAO PAULO
Avenida Paulista 2083, Jardim Paulista, São Paulo, 01311-300;-46.65996000480837;-23.55862998103659;360305;4241;41;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4241.0;CONJUNTO NACIONAL SAO PAULO, SP;AVENIDA PAULISTA, NUM 2083/2093;;LOJA 105/106/131A133;CERQUEIRA CESAR;01311-940;3550308;SAO PAULO;SP;30/10/2012;11.0;31456600.0;28/12/2021;AVENIDA PAULISTA, NUM 2083/2093, , CERQUEIRA CESAR, 01311-940, SAO PAULO
Rua Maria Casusa Feitosa 129, Cidade Dutra, São Paulo, 04830-000;-46.699010034417284;-23.73387998609519;360305;4530;87;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4530.0;CIDADE DUTRA, SP;RUA MARIA CASUSA FEITOSA, NUM 129;;;JORDANOPOLIS;04830-000;3550308;SAO PAULO;SP;17/12/2012;11.0;59298800.0;28/12/2021;RUA MARIA CASUSA FEITOSA, NUM 129, , JORDANOPOLIS, 04830-000, SAO PAULO
Avenida Antonelo da Messina 1175, Tremembé, São Paulo, 02318-000;-46.589770031436245;-23.44711999103758;360305;4532;49;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4532.0;FILHOS DA TERRA, SP;AVENIDA ANTONELO DA MESSINA, NUM 1175;;;TREMEMBE;02318-000;3550308;SAO PAULO;SP;23/04/2013;11.0;22487200.0;28/12/2021;AVENIDA ANTONELO DA MESSINA, NUM 1175, , TREMEMBE, 02318-000, SAO PAULO
Rua Coriolano 833, Lapa, São Paulo, 05047-000;-46.69364000050987;-23.526149980503206;360305;4633;92;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4633.0;CORIOLANO, SP;RUA CORIOLANO, NUM 833;;;VILA ROMANA;05047-000;3550308;SAO PAULO;SP;30/11/2012;11.0;21912700.0;28/12/2021;RUA CORIOLANO, NUM 833, , VILA ROMANA, 05047-000, SAO PAULO
Rua Clodomiro Amazonas 1175, Itaim Bibi, São Paulo, 04537-012;-46.67672003930281;-23.594510016774066;360305;4636;35;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4636.0;CLODOMIRO AMAZONAS, SP;RUA CLODOMIRO AMAZONAS, NUM 1175;;;ITAIM BIBI;04537-012;3550308;SAO PAULO;SP;20/12/2012;11.0;34752574.0;28/12/2021;RUA CLODOMIRO AMAZONAS, NUM 1175, , ITAIM BIBI, 04537-012, SAO PAULO
Avenida Cotovia 495, Moema, São Paulo, 04517-001;-46.67105999154555;-23.606900020319458;360305;4712;20;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4712.0;COTOVIA, SP;AVENIDA COTOVIA, NUM 495;;;MOEMA;04517-001;3550308;SAO PAULO;SP;23/10/2013;11.0;50902900.0;28/12/2021;AVENIDA COTOVIA, NUM 495, , MOEMA, 04517-001, SAO PAULO
Avenida Conselheiro Carrão 935, Carrão, São Paulo, 03403-000;-46.549849960277726;-23.540990014346775;360305;5042;50;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;2034.0;CONSELHEIRO CARRAO, SP;AVENIDA CONSELHEIRO CARRAO, NUM 935;;;VILA CARRAO;03403-000;3550308;SAO PAULO;SP;16/01/2014;11.0;26322650.0;28/12/2021;AVENIDA CONSELHEIRO CARRAO, NUM 935, , VILA CARRAO, 03403-000, SAO PAULO
Avenida Engenheiro Caetano Álvares, Casa Verde, São Paulo, 02413-000;-46.65163488902692;-23.48861495893849;360305;5233;95;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;1907.0;ENGENHEIRO CAETANO, SP;AVENIDA ENGENHEIRO CAETANO ALVARES;;;IMIRIM;02413-000;3550308;SAO PAULO;SP;07/10/2013;11.0;34691750.0;28/12/2021;AVENIDA ENGENHEIRO CAETANO ALVARES, , IMIRIM, 02413-000, SAO PAULO
Rua Cincinato Braga 301, Bela Vista, São Paulo, 01333-011;-46.64610999945836;-23.56845000924936;360305;5357;25;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;3347.0;CINCINATO BRAGA, SP;RUA CINCINATO BRAGA, NUM 301/309;;;BELA VISTA;01333-011;3550308;SAO PAULO;SP;04/02/2016;11.0;31704090.0;28/12/2021;RUA CINCINATO BRAGA, NUM 301/309, , BELA VISTA, 01333-011, SAO PAULO
Rua Boa Vista 43, Sé, São Paulo, 01014-001;-46.63341001756047;-23.547090586715534;37715993;1;98;ACCREDITO - SOCIEDADE DE CRÉDITO DIRETO S.A.;Sociedade de Crédito Direto;;MATRIZ;RUA BOAVISTA, Nº 43;;;CENTRO;01014-911;3550308;SAO PAULO;SP;01/09/2020;11.0;981027587.0;28/12/2021;RUA BOAVISTA, Nº 43, , CENTRO, 01014-911, SAO PAULO
Rua Joaquim Floriano 83, Itaim Bibi, São Paulo, 04534-010;-46.67083436911429;-23.58359895802302;60701190;3208;69;ITAÚ UNIBANCO S.A.;Banco Múltiplo;9639.0;PERSONNALITÉ ITAIM;RUA JOAQUIM FLORIANO, 83;;;ITAIM BIBI;04534-010;3550308;SAO PAULO;SP;19/12/2008;11.0;30034828.0;28/12/2021;RUA JOAQUIM FLORIANO, 83, , ITAIM BIBI, 04534-010, SAO PAULO
Avenida Vereador João de Luca 820, Cidade Ademar, São Paulo, 04381-000;-46.66961258754961;-23.651200930126873;360305;246;31;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;246.0;JOAO DE LUCA, SP;AVENIDA VEREADOR JOAO DE LUCA, NUM 820;;;JARDIM PRUDENCIA;04381-000;3550308;SAO PAULO;SP;24/02/1964;11.0;32998450.0;28/12/2021;AVENIDA VEREADOR JOAO DE LUCA, NUM 820, , JARDIM PRUDENCIA, 04381-000, SAO PAULO
Avenida Ibirapuera 1865, Moema, São Paulo, 04029-100;-46.6598500342387;-23.601490004733904;360305;251;7;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;251.0;MOEMA, SP;AVENIDA IBIRAPUERA, NUM 1865;;;INDIANOPOLIS;04029-100;3550308;SAO PAULO;SP;08/07/1965;11.0;35038400.0;28/12/2021;AVENIDA IBIRAPUERA, NUM 1865, , INDIANOPOLIS, 04029-100, SAO PAULO
Rua Silva Bueno 1884, Ipiranga, São Paulo, 04208-001;-46.60106003591841;-23.595280020309275;360305;252;80;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;252.0;IPIRANGA, SP;RUA SILVA BUENO, NUM 1884;;;IPIRANGA;04208-001;3550308;SAO PAULO;SP;16/10/1952;11.0;35036600.0;28/12/2021;RUA SILVA BUENO, NUM 1884, , IPIRANGA, 04208-001, SAO PAULO
Rua Joaquim Floriano 446, Itaim Bibi, São Paulo, 04534-002;-46.67420512875696;-23.584457302824443;360305;254;41;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;254.0;ITAIM, SP;RUA JOAQUIM FLORIANO, NUM 446;;;ITAIM BIBI;04534-002;3550308;SAO PAULO;SP;16/11/1954;11.0;32997550.0;28/12/2021;RUA JOAQUIM FLORIANO, NUM 446, , ITAIM BIBI, 04534-002, SAO PAULO
Rua da Mooca 1973, Móoca, São Paulo, 03104-002;-46.60623295077491;-23.554850661057415;360305;259;56;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;259.0;MOOCA, SP;RUA DA MOOCA, NUM 1973/1983;;;MOOCA;03103-003;3550308;SAO PAULO;SP;06/10/1955;11.0;32997250.0;28/12/2021;RUA DA MOOCA, NUM 1973/1983, , MOOCA, 03103-003, SAO PAULO
Rua Bonifácio Cubas 2, Freguesia do Ó, São Paulo, 02731-000;-46.6942200282096;-23.50290998048284;360305;260;90;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;260.0;NOSSA SENHORA DO O, SP;RUA BONIFACIO CUBAS, NUM 2/8;;;FREGUESIA DO O;02731-000;3550308;SAO PAULO;SP;26/05/1964;11.0;39312588.0;28/12/2021;RUA BONIFACIO CUBAS, NUM 2/8, , FREGUESIA DO O, 02731-000, SAO PAULO
Avenida Mazzei 799, Tucuruvi, São Paulo, 02310-001;-46.60236995974665;-23.47480001089852;360305;271;42;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;271.0;MAZZEI, SP;AVENIDA MAZZEI, NUM 799;;;VILA MAZZEI;02310-001;3550308;SAO PAULO;SP;01/10/1960;11.0;35038350.0;28/12/2021;AVENIDA MAZZEI, NUM 799, , VILA MAZZEI, 02310-001, SAO PAULO
Avenida do Cursino 1348, Cursino, São Paulo, 04132-001;-46.61732998053418;-23.61422999464638;360305;657;45;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;657.0;JARDIM DA SAUDE, SP;AVENIDA CURSINO, NUM 1348;;;JARDIM DA SAUDE;04132-001;3550308;SAO PAULO;SP;28/12/1976;11.0;34757850.0;28/12/2021;AVENIDA CURSINO, NUM 1348, , JARDIM DA SAUDE, 04132-001, SAO PAULO
Avenida Padre Antônio José dos Santos, Itaim Bibi, São Paulo, 04563-011;-46.68366989432073;-23.612649963988297;360305;988;30;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;988.0;MONCOES, SP;AVENIDA PADRE ANTONIO JOSE DOS SANTOS;;;CIDADE MONCOES;04563-011;3550308;SAO PAULO;SP;01/06/1989;11.0;35031950.0;28/12/2021;AVENIDA PADRE ANTONIO JOSE DOS SANTOS, , CIDADE MONCOES, 04563-011, SAO PAULO
Rua Américo Salvador Novelli 427, Itaquera, São Paulo, 08210-090;-46.45448996986005;-23.53833001737405;360305;1086;57;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;1086.0;ITAQUERA, SP;RUA AMERICO SALVADOR NOVELLI, NUM 427;;;ITAQUERA;08210-090;3550308;SAO PAULO;SP;23/06/1981;11.0;37576150.0;28/12/2021;RUA AMERICO SALVADOR NOVELLI, NUM 427, , ITAQUERA, 08210-090, SAO PAULO
Rua Farjalla Koraicho 611, Jabaquara, São Paulo, 04321-130;-46.64178996656173;-23.64457001148004;360305;1367;82;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;1367.0;JABAQUARA, SP;RUA FARJALLA KORAICHO, NUM 611;;;JABAQUARA;04321-130;3550308;SAO PAULO;SP;30/10/1981;11.0;35031750.0;28/12/2021;RUA FARJALLA KORAICHO, NUM 611, , JABAQUARA, 04321-130, SAO PAULO
Avenida Imirim 1271, Santana, São Paulo, 02465-100;-46.64673000883624;-23.494120004351302;360305;1368;63;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;1368.0;IMIRIM, SP;AVENIDA IMIRIM, NUM 1271;;;IMIRIM;02465-100;3550308;SAO PAULO;SP;30/09/1981;11.0;32998300.0;28/12/2021;AVENIDA IMIRIM, NUM 1271, , IMIRIM, 02465-100, SAO PAULO
Rua Estados Unidos 292, Jardim Paulista, São Paulo, 01427-000;-46.6601699714829;-23.5742999909326;360305;1370;88;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;1370.0;JARDIM PAULISTA, SP;RUA ESTADOS UNIDOS, NUM 292;;;JARDIM AMERICA;01427-000;3550308;SAO PAULO;SP;15/01/1982;11.0;34759850.0;28/12/2021;RUA ESTADOS UNIDOS, NUM 292, , JARDIM AMERICA, 01427-000, SAO PAULO
Avenida João Pedro Cardoso 375, Campo Belo, São Paulo, 04355-001;-46.65767995950657;-23.635870015079092;360305;1602;25;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;1602.0;JARDIM AEROPORTO, SP;AVENIDA JOAO PEDRO CARDOSO, NUM 375;;;JARDIM AEROPORTO;04355-001;3550308;SAO PAULO;SP;01/06/1989;11.0;35211800.0;28/12/2021;AVENIDA JOAO PEDRO CARDOSO, NUM 375, , JARDIM AEROPORTO, 04355-001, SAO PAULO
Avenida Marechal Tito 4207, Itaim Paulista, São Paulo, 08115-100;-46.40482995957362;-23.494920015099893;360305;1653;75;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;1653.0;ITAIM PAULISTA, SP;AVENIDA MARECHAL TITO, NUM 4207;;;ITAIM PAULISTA;08115-100;3550308;SAO PAULO;SP;28/06/1982;11.0;35038300.0;28/12/2021;AVENIDA MARECHAL TITO, NUM 4207, , ITAIM PAULISTA, 08115-100, SAO PAULO
Rua Maria Cândida 177, Vila Guilherme, São Paulo, 02071-010;-46.61245658021947;-23.501637814724123;360305;2880;27;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;2880.0;NOVA TIETE, SP;AVENIDA MARIA CANDIDA, NUM 177;;;VILA GUILHERME;02071-010;3550308;SAO PAULO;SP;03/05/2004;11.0;35038100.0;28/12/2021;AVENIDA MARIA CANDIDA, NUM 177, , VILA GUILHERME, 02071-010, SAO PAULO
Avenida Brigadeiro Faria Lima 4023, Itaim Bibi, São Paulo, 04538-133;-46.680770007279136;-23.591499991524728;360305;3049;10;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;3049.0;NOVA FARIA LIMA, SP;AVENIDA BRIGADEIRO FARIA LIMA NUM 4023;;4027/4033/4041;ITAIM BIBI;04538-133;3550308;SAO PAULO;SP;09/06/2006;11.0;35216900.0;28/12/2021;AVENIDA BRIGADEIRO FARIA LIMA NUM 4023, , ITAIM BIBI, 04538-133, SAO PAULO
Avenida Pacaembu 966, Santa Cecília, São Paulo, 01234-000;-46.66255998735434;-23.534800020761224;360305;3099;89;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;3099.0;NOVA PACAEMBU, SP;AVENIDA PACAEMBU, NUM 966;;;PACAEMBU;01234-000;3550308;SAO PAULO;SP;30/06/2005;11.0;21732900.0;28/12/2021;AVENIDA PACAEMBU, NUM 966, , PACAEMBU, 01234-000, SAO PAULO
Estrada do M Boi Mirim, Jardim São Luís, São Paulo, 04905-020;-46.74235989653614;-23.672269959315784;360305;3280;2;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;3280.0;JARDIM ANGELA, SP;ESTRADA DO M BOI MIRIM, NUM 4153;;LOTE 18/19 - QUADRA 2;JARDIM DAS FLORES;04905-023;3550308;SAO PAULO;SP;19/03/2007;11.0;35839200.0;28/12/2021;ESTRADA DO M BOI MIRIM, NUM 4153, , JARDIM DAS FLORES, 04905-023, SAO PAULO
Rua Nossa Senhora das Mercês 1293, Sacomã, São Paulo, 04165-001;-46.60567657934756;-23.628597045628112;360305;3994;49;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;3994.0;NOSSA SENHORA DAS MERCES, SP;RUA NOSSA SENHORA DAS MERCES, NUM 1293;;;VILA DAS MERCES;04165-001;3550308;SAO PAULO;SP;01/06/1998;11.0;35031900.0;28/12/2021;RUA NOSSA SENHORA DAS MERCES, NUM 1293, , VILA DAS MERCES, 04165-001, SAO PAULO
Avenida Mateo Bei 1521, São Mateus, São Paulo, 03949-011;-46.487170004512734;-23.596400010211582;360305;4009;86;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4009.0;MATEO BEI, SP;AVENIDA MATEO BEI, NUM 1521/1525;;;SAO MATEUS;03949-011;3550308;SAO PAULO;SP;15/09/1998;11.0;35033200.0;28/12/2021;AVENIDA MATEO BEI, NUM 1521/1525, , SAO MATEUS, 03949-011, SAO PAULO
Avenida Interlagos 3610, Campo Grande, São Paulo, 04660-006;-46.68828002488627;-23.68092999499335;360305;4010;10;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4010.0;INTERLAGOS, SP;AVENIDA INTERLAGOS, NUM 3610;;;JARDIM CAMPO GRANDE;04660-006;3550308;SAO PAULO;SP;04/09/1981;11.0;32998400.0;28/12/2021;AVENIDA INTERLAGOS, NUM 3610, , JARDIM CAMPO GRANDE, 04660-006, SAO PAULO
Avenida Professor Celestino Bourroul, Limão, São Paulo, 02710-001;-46.67331659223039;-23.506071082474808;360305;4069;17;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4069.0;LIMAO, SP;AVENIDA PROFESSOR CELESTINO BOURROUL;;814/824;LIMAO;02710-001;3550308;SAO PAULO;SP;18/05/1999;11.0;35216500.0;28/12/2021;AVENIDA PROFESSOR CELESTINO BOURROUL, , LIMAO, 02710-001, SAO PAULO
Avenida Presidente Altino 832, Jaguaré, São Paulo, 05323-001;-46.7493499846893;-23.54828998146033;360305;4085;37;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4085.0;JAGUARE, SP;AVENIDA PRESIDENTE ALTINO, NUM 832/833;;;JAGUARE;05323-002;3550308;SAO PAULO;SP;14/05/1999;11.0;35032100.0;28/12/2021;AVENIDA PRESIDENTE ALTINO, NUM 832/833, , JAGUARE, 05323-002, SAO PAULO
Avenida Morumbi 7976, Itaim Bibi, São Paulo, 04703-001;-46.693730022149964;-23.620219996022158;360305;4125;69;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4125.0;MORUMBI, SP;AVENIDA MORUMBI, NUM 7976;;;SANTO AMARO;04703-001;3550308;SAO PAULO;SP;18/05/1999;11.0;22464100.0;28/12/2021;AVENIDA MORUMBI, NUM 7976, , SANTO AMARO, 04703-001, SAO PAULO
Rua Itinguçu 1054, Penha, São Paulo, 03658-000;-46.50485809120172;-23.525405252039867;360305;4130;26;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4130.0;NOVA GRANADA, SP;RUA ITINGUCU, NUM 1054;;;VILA RE;03658-000;3550308;SAO PAULO;SP;18/05/1999;11.0;69578511.0;28/12/2021;RUA ITINGUCU, NUM 1054, , VILA RE, 03658-000, SAO PAULO
Avenida Conselheiro Rodrigues Alves, Vila Mariana, São Paulo, 04014-010;-46.63955141605647;-23.5819985986494;360305;4158;27;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4158.0;METRO ANA ROSA, SP;AVENIDA CONSELHEIRO RODRIGUES ALVES;;;VILA MARIANA;04014-010;3550308;SAO PAULO;SP;18/05/1999;11.0;35031500.0;28/12/2021;AVENIDA CONSELHEIRO RODRIGUES ALVES, , VILA MARIANA, 04014-010, SAO PAULO
Avenida Peri Roncheti 667, Cachoeirinha, São Paulo, 02633-000;-46.652189980564714;-23.462989993143353;360305;4565;7;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;734.0;JARDIM PERI, SP;AVENIDA PERI RONCHETTI, NUM 667;;;JARDIM PERI;02633-000;3550308;SAO PAULO;SP;23/05/2013;11.0;22348650.0;28/12/2021;AVENIDA PERI RONCHETTI, NUM 667, , JARDIM PERI, 02633-000, SAO PAULO
Avenida Parada Pinto 2139, Cachoeirinha, São Paulo, 02611-003;-46.65040002514161;-23.470780008226072;360305;4573;17;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4573.0;LAUZANE, SP;AVENIDA PARADA PINTO, NUM 2139;;;VILA NOVA CACHOEIRINHA;02611-003;3550308;SAO PAULO;SP;27/09/2012;11.0;22085100.0;28/12/2021;AVENIDA PARADA PINTO, NUM 2139, , VILA NOVA CACHOEIRINHA, 02611-003, SAO PAULO
Rua Barra Funda 678, Santa Cecília, São Paulo, 01152-000;-46.65704997566391;-23.528899999116035;360305;4679;75;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4679.0;MEMORIAL, SP;RUA BARRA FUNDA, NUM 678;;;BARRA FUNDA;01152-000;3550308;SAO PAULO;SP;30/10/2012;11.0;36628400.0;28/12/2021;RUA BARRA FUNDA, NUM 678, , BARRA FUNDA, 01152-000, SAO PAULO
Rua José Filipe da Silva 327, Rio Pequeno, São Paulo, 05372-040;-46.76028996089488;-23.582250016546922;360305;4720;30;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4720.0;JARDIM ESTHER, SP;RUA JOSE FILIPE DA SILVA, NUM 327;;;JARDIM ESTER;05372-040;3550308;SAO PAULO;SP;31/10/2012;11.0;37838700.0;28/12/2021;RUA JOSE FILIPE DA SILVA, NUM 327, , JARDIM ESTER, 05372-040, SAO PAULO
Avenida Vila Ema 295, Água Rasa, São Paulo, 03156-000;-46.573214896514344;-23.57895220340246;360305;4777;76;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;4777.0;ORFANATO, SP;AVENIDA VILA EMA, NUM 295;;;VILA PRUDENTE;03156-001;3550308;SAO PAULO;SP;27/12/2012;11.0;22197540.0;28/12/2021;AVENIDA VILA EMA, NUM 295, , VILA PRUDENTE, 03156-001, SAO PAULO
Praça da Sé 111, Sé, São Paulo, 01016-040;-46.632929959629166;-23.5491899883138;360305;235;89;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;235.0;SE, SP;PRACA DA SE, NUM 111;;;SE;01001-000;3550308;SAO PAULO;SP;15/09/1969;11.0;31178100.0;28/12/2021;PRACA DA SE, NUM 111, , SE, 01001-000, SAO PAULO
Avenida Senador Queirós 111, República, São Paulo, 01026-001;-46.63455195804526;-23.53912173540978;360305;253;60;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;253.0;SENADOR QUEIROS, SP;AVENIDA SENADOR QUEIROS, NUM 111;;;SANTA EFIGENIA;01026-001;3550308;SAO PAULO;SP;01/07/1963;11.0;2291555.0;28/12/2021;AVENIDA SENADOR QUEIROS, NUM 111, , SANTA EFIGENIA, 01026-001, SAO PAULO
Avenida Jabaquara 442, Saúde, São Paulo, 04045-010;-46.637979972473346;-23.60792998858166;360305;255;22;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;255.0;PRACA DA ARVORE, SP;AVENIDA JABAQUARA, NUM 442;;;MIRANDOPOLIS;04046-000;3550308;SAO PAULO;SP;21/12/1953;11.0;35214400.0;28/12/2021;AVENIDA JABAQUARA, NUM 442, , MIRANDOPOLIS, 04046-000, SAO PAULO
Rua Clemente Álvares 351, Lapa, São Paulo, 05074-050;-46.705949998789436;-23.519889998026144;360305;256;3;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;256.0;RUA CLEMENTE ALVARES, SP;RUA CLEMENTE ALVARES, NUM 351;;;LAPA;05074-050;3550308;SAO PAULO;SP;23/05/1949;11.0;32997900.0;28/12/2021;RUA CLEMENTE ALVARES, NUM 351, , LAPA, 05074-050, SAO PAULO
Rua Comendador Cantinho 458, Penha, São Paulo, 03603-020;-46.55049997686896;-23.525020016136125;360305;262;51;CAIXA ECONOMICA FEDERAL;Caixa Econômica Federal;262.0;PENHA DE FRANCA, SP;RUA COMENDADOR CANTINHO, NUM 458;;;PENHA DE FRANCA;03603-020;3550308;SAO PAULO;SP;01/09/1952;11.0;35214500.0;28/12/2021;RUA COMENDADOR CANTINHO, NUM 458, , PENHA DE FRANCA, 03603-020, SAO PAULO
