"CnpjBase","CnpjSequencial","CnpjDv","NomeIf","Segmento","CodigoCompe","NomeAgencia","Endereco","Numero","Complemento","Bairro","Cep","MunicipioIbge","Municipio","UF","DataInicio","DDD","Telefone","Posicao"
60394079,1,4,"BANCO ITAUBANK S.A.","Banco Múltiplo","00001","MATRIZ","PRAÇA ALFREDO EGYDIO DE SOUZA ARANHA,","","100 - TORRE CONCEIÇÃO - 9º ANDAR","PARQUE JABAQUARA","04344-902",3550308,"SAO PAULO","SP","21/02/1996","11","50198101","28/12/2021"
60498557,1,26,"BANCO MUFG BRASIL S.A.","Banco Múltiplo","00002","MATRIZ","AVENIDA PAULISTA 1274","","","BELA VISTA","01310-925",3550308,"SAO PAULO","SP","07/05/1934","11","32680211","28/12/2021"
60518222,1,22,"BANCO SUMITOMO MITSUI BRASILEIRO S.A.","Banco Múltiplo","00001","MATRIZ","AVENIDA PAULISTA, 37 - 11/12 ANDAR","","","PARAISO","01311-902",3550308,"SAO PAULO","SP","06/10/1958","11","31788000","28/12/2021"
60701190,1,4,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00057","SP/CENTRAL/MATRIZ","PCA ALFREDO EGYDIO SOUZA ARANHA, 100, TO","","(RUA BOA VISTA, 176)","PARQUE JABAQUARA","04344-902",3550308,"SAO PAULO","SP","22/12/1988","11","30034828","28/12/2021"
60701190,9,53,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00060","SAO PAULO/VILA MUNHOZ","AV. ALBERTO BYNGTON,1890","","","VILA MARIA","02127-001",3550308,"SAO PAULO","SP","09/04/1951","11","30034828","28/12/2021"
60701190,12,59,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00061","SAO PAULO/AV.ANGELICA","AV.ANGELICA, 1170","","","S.CECILIA","01228-100",3550308,"SAO PAULO","SP","02/05/1963","11","30034828","28/12/2021"
60701190,53,27,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00066","SAO PAULO/VILA OLIMPIA","RUA ARAGUARI, 801","","","VILA UBERABINHA","04514-041",3550308,"SAO PAULO","SP","10/07/1957","11","30034828","28/12/2021"
60701190,61,37,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00067","SAO PAULO/JABAQUARA","AV. JABAQUARA, 1398","","","MIRANDOPOLIS","04046-200",3550308,"SAO PAULO","SP","11/01/1962","11","30034828","28/12/2021"
60701190,65,60,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00068","SAO PAULO/AUGUSTA","RUA AUGUSTA 2857","","","CERQUEIRA CESAR","01413-100",3550308,"SAO PAULO","SP","10/11/1978","11","30034828","28/12/2021"
60701190,66,41,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00069","SAO PAULO/JARDIM DA SAUDE","AV. DO CURSINO, 1490","","","JARDIM DA SAUDE","04132-001",3550308,"SAO PAULO","SP","02/03/1963","11","30034828","28/12/2021"
60872504,1,23,"ITAÚ UNIBANCO HOLDING S.A.","Banco Múltiplo","03741","MATRIZ","PÇA ALFREDO EGYDIO DE SOUZA ARANHA, 100","","TORRE ITAÚSA","PARQUE JABAQUARA","04344-902",3550308,"SAO PAULO","SP","08/04/1948","11","50198101","28/12/2021"
60701190,25,73,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00064","SAO PAULO/BOM RETIRO","RUA DA GRACA, 422","","","BOM RETIRO","01125-000",3550308,"SAO PAULO","SP","11/01/1962","11","30034828","28/12/2021"
60701190,35,45,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00065","SAO PAULO/CASA VERDE","RUA SAGUAIRU, 1050","","","CASA VERDE","02514-000",3550308,"SAO PAULO","SP","06/11/1964","11","30034828","28/12/2021"
60701190,118,7,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","03240","SP/METRO CONSOL. PAULISTA","AV. PAULISTA, 2.212","","","BELA VISTA","01310-300",3550308,"SAO PAULO","SP","23/04/2001","11","30034828","28/12/2021"
60701190,119,98,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","03789","PERS/JUSCELINO KUBITSCHEK","AV. PRESIDENTE JUSCELINO KUBITSCHEK,1200","","","VILA NOVA CONCEICAO","00000-000",3550308,"SAO PAULO","SP","21/05/2001","11","30034828","28/12/2021"
60701190,79,66,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00056","SAO PAULO/JUMANA","RUA JUMANA 71","","","MOOCA","03121-030",3550308,"SAO PAULO","SP","18/09/1962","11","30034828","28/12/2021"
60701190,92,33,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00073","S.PAULO/BAIRRO PINHEIROS","RUA BUTANTA, 153","","","PINHEIROS","05424-140",3550308,"SAO PAULO","SP","22/07/1954","11","30034828","28/12/2021"
60701190,94,3,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00072","SAO PAULO/RUA PIRATININGA","RUA PIRATININGA, 870","","","BRAS","03042-000",3550308,"SAO PAULO","SP","13/02/1951","11","30034828","28/12/2021"
60701190,99,0,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","03186","SP/AV. ADOLFO PINHEIRO","AV. ADOLFO PINHEIRO, 1.110","","","SANTO AMARO","04734-002",3550308,"SAO PAULO","SP","02/04/2001","1","30034828","28/12/2021"
60701190,106,73,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00027","SAO PAULO/DR.ZUQUIM","RUA DR.ZUQUIM, 1824","","","SANTANA","02035-022",3550308,"SAO PAULO","SP","15/05/1956","11","30034828","28/12/2021"
60701190,107,54,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00037","SAO PAULO/SANTA IFIGENIA","LARGO SANTA EFIGENIA 65","","","SANTA IFIGENIA","01207-010",3550308,"SAO PAULO","SP","18/04/1961","11","30034828","28/12/2021"
60701190,131,84,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00077","SAO PAULO/VILA GUILHERME","RUA MARIA CANDIDA - 1083","","","PARADA","02071-012",3550308,"SAO PAULO","SP","02/05/1963","11","30034828","28/12/2021"
60701190,132,65,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00078","SAO PAULO/VILA MARIA","AV. GUILHERME COTCHING, 1579","","","V.MARIA","02113-015",3550308,"SAO PAULO","SP","26/04/1954","11","30034828","28/12/2021"
60701190,133,46,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00079","SAO PAULO/VILA MEDEIROS","AV. NOSSA SENHORA DO LORETO, 822","","","VILA MEDEIROS","02219-000",3550308,"SAO PAULO","SP","11/01/1962","11","30034828","28/12/2021"
60746948,9708,20,"BANCO BRADESCO S.A.","Banco Múltiplo","03925","AGÊNCIA NEXT III","RUA DOMINGOS SERGIO DOS ANJOS","","1 ANDAR, SALA 3","JARDIM SANTO ELIAS","05136-170",3550308,"SAO PAULO","SP","18/09/2019","11","21940629","28/12/2021"
60701190,142,37,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00211","SAO PAULO/SILVA JARDIM","RUA SILVA JARDIM, 47","","","BELENZINHO","03057-070",3550308,"SAO PAULO","SP","11/03/1968","11","30034828","28/12/2021"
60701190,144,7,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00265","SAO PAULO/BUTANTA","AV. VITAL BRASIL, 65","","","BUTANTA","05503-001",3550308,"SAO PAULO","SP","31/10/1964","11","30034828","28/12/2021"
60701190,160,19,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00161","SAO PAULO/JARDIM PAULISTA","AV. BRIGADEIRO LUIZ ANTONIO, 3595","","","JARDIM PAULISTA","01401-001",3550308,"SAO PAULO","SP","05/03/1956","11","30034828","28/12/2021"
60701190,165,23,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","03184","SP/AV. ROLAND GARROS","AV. ROLAND GARROS, 1620","","","JARDIM BRASIL","02235-001",3550308,"SAO PAULO","SP","25/06/2001","11","30034828","28/12/2021"
60701190,174,14,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00262","SAO PAULO/AV.PAULISTA","AV.PAULISTA - 1948","","","CERQUEIRA CESAR","01310-200",3550308,"SAO PAULO","SP","31/07/1943","11","30034828","28/12/2021"
60701190,182,24,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00237","S.PAULO/PCA.DA REPUBLICA","PRACA DA REPUBLICA - 490","","","CENTRO","01045-000",3550308,"SAO PAULO","SP","31/07/1961","11","30034828","28/12/2021"
60701190,194,68,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00264","S.PAULO/REPRESA STO.AMARO","AVENIDA DE PINEDO, 294","","","SOCORRO","04764-000",3550308,"SAO PAULO","SP","31/10/1964","11","30034828","28/12/2021"
60701190,198,91,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00210","SAO PAULO/VILA PRUDENTE","AV. PAES DE BARROS, 3420","","","VILA PRUDENTE","03114-001",3550308,"SAO PAULO","SP","11/12/1948","11","30034828","28/12/2021"
60701190,214,46,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00149","SAO PAULO/VILA ALPINA","RUA COSTA BARROS 833","","","V.ALPINA","03210-000",3550308,"SAO PAULO","SP","02/05/1963","11","30034828","28/12/2021"
60701190,215,27,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00140","SAO PAULO/PQUE.SAO LUCAS","AV. DO ORATORIO, 2246","","","VILA INDEPENDENCIA","03979-030",3550308,"SAO PAULO","SP","08/06/1961","11","30034828","28/12/2021"
60701190,218,70,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00141","SAO PAULO/AGUA RASA","AV. ALVARO RAMOS, 2320","","","BELEM","03330-000",3550308,"SAO PAULO","SP","20/08/1957","11","30034828","28/12/2021"
60701190,205,55,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00139","SAO PAULO/VILA ESPERANCA","AV. AMADOR BUENO DA VEIGA, 1973","","","PENHA DE FRANÇA","03635-001",3550308,"SAO PAULO","SP","30/05/1967","11","30034828","28/12/2021"
60701190,256,3,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00174","SP PAB ELEVADORES ATLAS","LARGO DO CAMBUCI","","","CAMBUCI","01523-010",3550308,"SAO PAULO","SP","29/09/1949","11","30034828","28/12/2021"
60701190,258,67,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00191","SAO PAULO/CLELIA","RUA CLELIA,1514","","","AGUA BRANCA","05042-000",3550308,"SAO PAULO","SP","19/04/1956","11","30034828","28/12/2021"
60701190,264,5,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00176","SAO PAULO/MOOCA","RUA DA MOOCA, 2967","","","MOOCA","03165-001",3550308,"SAO PAULO","SP","27/03/1950","11","30034828","28/12/2021"
60701190,266,77,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00177","SAO PAULO/AV.LIBERDADE","AV. DA LIBERDADE - 87","","","LIBERDADE","01503-000",3550308,"SAO PAULO","SP","08/05/1950","11","30034828","28/12/2021"
60701190,268,39,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00179","SAO PAULO/ESTACAO DA LUZ","RUA SAO CAETANO, 446","","","LUZ","01104-000",3550308,"SAO PAULO","SP","10/09/1951","11","30034828","28/12/2021"
60701190,235,70,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00152","SAO PAULO/ALTO DA POMPEIA","AV. PROF. ALFONSO BOVERO, 1221","","","V.POMPEIA","05019-011",3550308,"SAO PAULO","SP","06/03/1968","11","30034828","28/12/2021"
60701190,240,38,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00167","S.PAULO/LINS VASCONCELOS","AV. LINS DE VASCONCELOS, 1808","","","CAMBUCI","01538-001",3550308,"SAO PAULO","SP","15/02/1957","11","30034828","28/12/2021"
60701190,248,95,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00151","SAO PAULO/TAMANDARE","RUA TAMANDARE, 175","","","LIBERDADE","01525-001",3550308,"SAO PAULO","SP","20/02/1964","11","30034828","28/12/2021"
60701190,252,71,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00170","S.PAULO/R.BR.ITAPETININGA","RUA BARAO DE ITAPETININGA - 143","","","CENTRO","01042-001",3550308,"SAO PAULO","SP","15/10/1943","11","30034828","28/12/2021"
60701190,253,52,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00184","SAO PAULO/BARRA FUNDA","RUA LOPES CHAVES, 261","","","BARRA FUNDA","01154-010",3550308,"SAO PAULO","SP","31/01/1953","11","30034828","28/12/2021"
60701190,255,14,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00187","SAO PAULO/BRAS","AV.RANGEL PESTANA - 1244","","","BRAS","03002-000",3550308,"SAO PAULO","SP","26/09/1955","11","30034828","28/12/2021"
60701190,302,75,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00285","SAO PAULO/MARACATINS","ALAMEDA DOS JAMARIS 330","","","INDIANOPOLIS","04078-000",3550308,"SAO PAULO","SP","09/10/1969","11","30034828","28/12/2021"
60701190,275,68,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00196","SAO PAULO/CIDADE JARDIM","AV.CIDADE JARDIM - 246","","","JARDIM EUROPA","01454-000",3550308,"SAO PAULO","SP","19/07/1963","11","30034828","28/12/2021"
60701190,277,20,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00175","SAO PAULO/RUA ORIENTE","RUA MARIA MARCOLINA , 591","","","BRAS","03011-001",3550308,"SAO PAULO","SP","09/02/1950","11","30034828","28/12/2021"
60701190,278,0,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00190","SAO PAULO/BAIRRO PARAISO","PRACA OSVALDO CRUZ 143","","","PARAISO","04004-070",3550308,"SAO PAULO","SP","22/12/1955","11","30034828","28/12/2021"
60701190,284,59,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00185","SAO PAULO/AV. REBOUCAS","RUA PINHEIROS - 57","","","PINHEIROS","05422-010",3550308,"SAO PAULO","SP","26/04/1960","11","30034828","28/12/2021"
60701190,291,88,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00180","SAO PAULO/SENADOR QUEIROZ","AV. CASPER LIBERO, 356","","","STA EFIGENIA","01033-000",3550308,"SAO PAULO","SP","15/01/1952","11","30034828","28/12/2021"
60701190,292,69,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00194","SAO PAULO/SILVA BUENO","RUA SILVA BUENO - 1550","","","IPIRANGA","04208-001",3550308,"SAO PAULO","SP","25/09/1961","11","30034828","28/12/2021"
60701190,350,72,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00300","S.PAULO/PCA.PANAMERICANA","AV PROF FONSECA RODRIGUES , 40","","","ALTO DE PINHEIROS","05461-010",3550308,"SAO PAULO","SP","22/04/1970","11","30034828","28/12/2021"
60701190,357,49,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00287","SAO PAULO/VILA MATILDE","RUA WALDEMAR CARLOS PEREIRA, 509","","","V.MATILDE","03533-001",3550308,"SAO PAULO","SP","19/08/1970","11","30034828","28/12/2021"
60701190,400,76,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00428","SAO PAULO/ALAMEDA BARROS","ALAMEDA BARROS - 832","","","S.CECILIA","01232-000",3550308,"SAO PAULO","SP","02/06/1965","11","30034828","28/12/2021"
90400888,1475,93,"BANCO SANTANDER (BRASIL) S.A.","Banco Múltiplo","03717","001 3717 TATUAPE-SP-SP","PRACA SILVIO ROMERO","","","CIDADE MAE DO CEU","03323-000",3550308,"SAO PAULO","SP","30/04/2009","11","22278530","28/12/2021"
60701190,402,38,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00467","SAO PAULO/VILA CARRAO","AV. CONSELHEIRO CARRAO, 3360","","","VILA CARRÃO","03402-000",3550308,"SAO PAULO","SP","08/05/1961","11","30034828","28/12/2021"
60701190,374,40,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00074","SAO PAULO/VILA FORMOSA","AV.DR.EDUARDO COTCHING - 1753","","","VILA FORMOSA","03356-001",3550308,"SAO PAULO","SP","14/05/1971","11","30034828","28/12/2021"
60701190,377,92,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00150","SAO PAULO/S.JUDAS TADEU","AV. JABAQUARA, 2918","","","MIRANDOPÓLIS","04046-500",3550308,"SAO PAULO","SP","06/08/1971","11","30034828","28/12/2021"
60701190,379,54,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00062","SAO PAULO/VILA SONIA","AV. PROF. FRANCISCO MORATO 3209","","","VILA SONIA","05521-000",3550308,"SAO PAULO","SP","10/08/1971","11","30034828","28/12/2021"
60701190,383,30,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00081","SAO PAULO/VILA MARIANA","RUA DOMINGOS DE MORAIS - 454","","","VILA MARIANA","04010-000",3550308,"SAO PAULO","SP","18/11/1971","11","30034828","28/12/2021"
60701190,385,0,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00038","SAO PAULO/PARI","RUA SILVA TELES, N 1100","","","PARI","03026-000",3550308,"SAO PAULO","SP","05/01/1972","11","30034828","28/12/2021"
60701190,408,23,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00440","SAO PAULO/LUIS GOIS","RUA LUIS GOES, 1038","","","MIRANDOPOLIS","04043-100",3550308,"SAO PAULO","SP","24/02/1967","11","30034828","28/12/2021"
60701190,412,0,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00445","SP/IGUATEMI","AV. BRIGADEIRO FARIA LIMA, 2255","","","JARDIM PAULISTANO","01451-001",3550308,"SAO PAULO","SP","16/12/1966","11","30034828","28/12/2021"
60701190,413,90,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00466","SAO PAULO/LIMAO","RUA PROF. CELESTINO BOURROUL, 949","","","LIMAO","02710-001",3550308,"SAO PAULO","SP","04/01/1944","11","30034828","28/12/2021"
60701190,415,52,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00444","S.PAULO/R.TEODORO SAMPAIO","RUA TEODORO SAMPAIO, 1756","","","PINHEIROS","05406-150",3550308,"SAO PAULO","SP","25/11/1966","11","30034828","28/12/2021"
60701190,486,46,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00349","SAO PAULO/MARIA PAULA","AV. BRIGADEIRO LUIS ANTONIO, 324","","","BELA VISTA","01318-000",3550308,"SAO PAULO","SP","26/10/1973","11","30034828","28/12/2021"
60701190,512,72,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00354","S.PAULO/N.SENHORA DO O","AV. SANTA MARINA, 2367","","","FREGUESIA DO O","02732-040",3550308,"SAO PAULO","SP","03/03/1969","11","30034828","28/12/2021"
60701190,514,34,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00390","SAO PAULO/BROOKLIN","AV. SANTO AMARO 4718","","","SANTO AMARO","04702-000",3550308,"SAO PAULO","SP","23/08/1974","11","30034828","28/12/2021"
60701190,520,82,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00367","SAO PAULO/TRIANON","AV. PAULISTA, 1159, LOJA I","","","B. VISTA","01311-200",3550308,"SAO PAULO","SP","05/12/1960","11","30034828","28/12/2021"
60701190,524,6,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00360","S.PAULO/AV.SANTA CATARINA","AV. SANTA CATARINA, 1574","","","VILA SANTA CATARINA","04378-100",3550308,"SAO PAULO","SP","29/10/1974","11","30034828","28/12/2021"
60701190,545,30,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00682","SAO PAULO/ITAQUERA","RUA GREGORIO RAMALHO, 44","","","ITAQUERA","08210-430",3550308,"SAO PAULO","SP","02/07/1959","11","30034828","28/12/2021"
60701190,546,11,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00728","SAO PAULO/CANTAREIRA","RUA DA CANTAREIRA, 371","","","CENTRO","01024-100",3550308,"SAO PAULO","SP","02/07/1957","11","30034828","28/12/2021"
60701190,559,36,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","03169","SP/AV. VICENTE RAO","AV. VICENTE RAO, 954","","","JARDIM PETROPOLIS","04636-000",3550308,"SAO PAULO","SP","27/08/2001","11","30034828","28/12/2021"
60701190,571,22,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00644","SAO PAULO/BOM PASTOR","RUA BOM PASTOR, 1398","","","IPIRANGA","04203-001",3550308,"SAO PAULO","SP","02/02/1968","11","30034828","28/12/2021"
60701190,573,94,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00668","SAO PAULO/WASHINGTON LUIS","AV.WASHINGTON LUIS - 4615/9","","","SANTO AMARO","04627-002",3550308,"SAO PAULO","SP","21/11/1969","11","30034828","28/12/2021"
60701190,644,12,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00553","SAO PAULO/VILA BUARQUE","RUA MARQUES DE ITU, 425","","","VILA BUARQUE","01223-001",3550308,"SAO PAULO","SP","02/08/1962","11","30034828","28/12/2021"
60701190,650,60,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00609","SAO PAULO/CAMPOS ELISEOS","ALAMEDA NOTHMAN, 702","","","CAMPOS ELISEOS","01216-000",3550308,"SAO PAULO","SP","13/07/1962","11","30034828","28/12/2021"
60701190,652,22,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00619","SAO PAULO/HEITOR PENTEADO","AV.HEITOR PENTEADO - 1994","","","SUMAREZINHO","54383-000",3550308,"SAO PAULO","SP","07/02/1972","11","30034828","28/12/2021"
60701190,653,3,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00525","SAO PAULO/TATUAPE","AV. CELSO GARCIA, 3683","","","TATUAPE","03063-000",3550308,"SAO PAULO","SP","09/10/1964","11","30034828","28/12/2021"
360305,1360,6,"CAIXA ECONOMICA FEDERAL","Caixa Econômica Federal","01360","JARDIM EUROPA, SP","AVENIDA CIDADE JARDIM NUM 87","","","ITAIM BIBI","01453-000",3550308,"SAO PAULO","SP","24/08/1981","11","34757950","28/12/2021"
60701190,635,21,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","01572","SP/CERRO CORA","RUA CERRO CORA, 1.777","","","VILA ROMANA","05061-350",3550308,"SAO PAULO","SP","23/10/1961","11","30034828","28/12/2021"
60701190,638,74,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00585","SAO PAULO/BARRA DO TIBAGI","RUA BARRA DO TIBAGI,709","","","BOM RETIRO","01128-000",3550308,"SAO PAULO","SP","02/01/1958","11","30034828","28/12/2021"
60701190,640,99,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00646","SAO PAULO/NOVA PAULISTA","AV.PAULISTA - 680","","","BELA VISTA","01310-100",3550308,"SAO PAULO","SP","24/01/1963","11","30034828","28/12/2021"
60701190,641,70,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00641","SP-AV. MORUMBI","AV MORUMBI 7710","","","SANTO AMARO","04703-000",3550308,"SAO PAULO","SP","21/02/1972","11","30034828","28/12/2021"
60701190,692,10,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00355","S.PAULO/VOLUNT.DA PATRIA","RUA VOLUNTARIOS DA PATRIA - 1780","","","SANTANA","02010-500",3550308,"SAO PAULO","SP","21/10/1975","11","30034828","28/12/2021"
60701190,662,2,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00378","SAO PAULO/PAES DE BARROS","AV.PAES DE BARROS- 2246","","","MOOCA","03114-001",3550308,"SAO PAULO","SP","02/07/1957","11","30034828","28/12/2021"
60701190,1525,40,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","02923","SP/VILA CLEMENTINO","AV.PROF. ASCENDINO REIS, 661","","","V.CLEMENTINO","04027-000",3550308,"SAO PAULO","SP","28/01/1994","11","30034828","28/12/2021"
60701190,675,19,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00734","S.PAULO/IMPER.LEOPOLDINA","AV.IMPERATRIZ LEOPOLDINA - 201","","","VILA HAMBUUGUESA","05305-010",3550308,"SAO PAULO","SP","10/07/1975","11","30034828","28/12/2021"
60701190,678,61,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00399","SAO PAULO/ITACEMA","AV. SAO GABRIEL - 605","","","JARDIM PAULISTA","01435-001",3550308,"SAO PAULO","SP","06/08/1975","11","30034828","28/12/2021"
60701190,685,90,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00383","S.PAULO/CARDOSO ALMEIDA","RUA CARDOSO DE ALMEIDA, 218","","","CENTRO","05013-000",3550308,"SAO PAULO","SP","15/01/1962","11","30034828","28/12/2021"
60701190,690,58,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00741","SAO PAULO/BROOKLIN NOVO","AV. PE. ANTONIO JOSE DOS SANTOS 929","","","CIDADE MONCOES","04563-013",3550308,"SAO PAULO","SP","24/10/1975","11","30034828","28/12/2021"
60701190,691,39,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00384","SAO PAULO/HORTO FLORESTAL","RUA MARIA AMALIA LOPES AZEVEDO, 857","","","VILA ALBERTINA","02350-001",3550308,"SAO PAULO","SP","13/10/1975","11","30034828","28/12/2021"
60701190,694,81,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00375","S.PAULO/R.TOBIAS BARRETO","RUA TOBIAS BARRETO, 904","","","MOOCA","03176-000",3550308,"SAO PAULO","SP","24/10/1975","11","30034828","28/12/2021"
60701190,695,62,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00738","SAO PAULO/JOAO DIAS","AV. JOAO DIAS, 2024","","","SANTO AMARO","04724-003",3550308,"SAO PAULO","SP","30/10/1975","11","30034828","28/12/2021"
60701190,699,96,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00368","SAO PAULO/EST.SANTA CRUZ","RUA DOMINGOS DE MORAES, 2720","","","VILA MARIANA","04036-000",3550308,"SAO PAULO","SP","04/12/1975","11","30034828","28/12/2021"
60701190,708,11,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00746","SAO PAULO/ATALIBA LEONEL","AV. GAL. ATALIBA LEONEL, 3055","","","TUCURUVI","02242-001",3550308,"SAO PAULO","SP","15/03/1976","11","30034828","28/12/2021"
60701190,725,12,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00622","SAO PAULO/AV.ITABERABA","AV. ITABERABA 1942","","","NOSSA SENHORA DO O","02739-000",3550308,"SAO PAULO","SP","07/06/1976","11","30034828","28/12/2021"
60701190,732,41,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00755","SAO PAULO/PIRITUBA","AV. PAULA FERREIRA, 3.029","","","VILA BARRETO","02915-100",3550308,"SAO PAULO","SP","02/06/1976","11","30034828","28/12/2021"
60701190,746,47,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00672","SAO PAULO/FERNANDO FALCAO","RUA FERNANDO FALCAO, 1250","","","VILA CLAUDIA","03180-002",3550308,"SAO PAULO","SP","20/07/1976","11","30034828","28/12/2021"
60701190,752,95,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00772","SAO PAULO/VIEIRA MORAES","AV.VEREADOR JOSE DINIZ","","","CAMPO BELO","04604-006",3550308,"SAO PAULO","SP","19/09/1977","11","30034828","28/12/2021"
60701190,754,57,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00756","S.PAULO/V.N.CACHOEIRINHA","AV. PARADA PINTO, 100","","","V.NOVA CACHOEIRINHA","02611-002",3550308,"SAO PAULO","SP","16/08/1976","11","30034828","28/12/2021"
60701190,760,3,"ITAÚ UNIBANCO S.A.","Banco Múltiplo","00742","S.PAULO/CLODOM.AMAZONAS","RUA CLODOMIRO AMAZONAS, 1132","","","VILA NOVA CONCEIÇÃO","04537-002",3550308,"SAO PAULO","SP","16/09/1976","11","30034828","28/12/2021"
