address;lon;lat
Avenida Ipiranga 884, República, São Paulo, 01040-000;-46.63994997117666;-23.542270014780698
Alameda Barros 584, Santa Cecília, São Paulo, 01232-001;-46.65681997624077;-23.536259980656325
Rua Cajuru 913, Belém, São Paulo, 03057-000;-46.595690002011;-23.540780005762713
01123-010, Bom Retiro, São Paulo;-46.63807168746051;-23.52893005172071
Rua Sansão Alves dos Santos 435, Itaim Bibi, São Paulo, 04571-090;-46.69436000599262;-23.603520017863957
Rua Doutor César Castiglioni Júnior 121, Casa Verde, São Paulo, 02515-000;-46.65950000596209;-23.5122200117969
Avenida Imperatriz Leopoldina 1774, Vila Leopoldina, São Paulo, 05305-003;-46.726629997941956;-23.535970008715978
Rua Boa Vista 263, Sé, São Paulo, 01014-001;-46.63366999786052;-23.545319979798663
Rua Clodomiro Amazonas 1075, Itaim Bibi, São Paulo, 04537-012;-46.677079958225164;-23.59367999881212
Avenida Engenheiro Armando Arruda Pereira 951, Jabaquara, São Paulo, 04309-010;-46.640980023257896;-23.63599000202305
Avenida do Cursino 1526, Cursino, São Paulo, 04132-001;-46.61775997216708;-23.616000001139938
Avenida Brigadeiro Faria Lima 2491, Pinheiros, São Paulo, 01452-000;-46.68595002344156;-23.578419989709943
Avenida Itaberaba 1131, Freguesia do Ó, São Paulo, 02734-000;-46.695619973677964;-23.491610001535904
Avenida de Pinedo 353, Socorro, São Paulo, 04764-001;-46.71357996143101;-23.66860998033947
Rua Silva Bueno 2165, Ipiranga, São Paulo, 04208-002;-46.60055997157497;-23.597719992323647
Rua Joaquim Floriano, Itaim Bibi, São Paulo, 04534-010;-46.67351366425313;-23.584329875574262
Avenida Marechal Tito 4712, Itaim Paulista, São Paulo, 08115-000;-46.39935003891557;-23.49763001012505
Avenida Guapira 2480, Jaçanã, São Paulo, 02265-002;-46.58414996535711;-23.468209990983922
Avenida Rio das Pedras 1879, Aricanduva, São Paulo, 03452-100;-46.50785997813003;-23.56984999662724
Praça Isaí Leiner 198, Butantã, São Paulo, 05592-140;-46.74130997934441;-23.577389979538225
Avenida João Dias 1243, Santo Amaro, São Paulo, 04723-001;-46.71238000817243;-23.64567001054327
Rua Onze de Agosto 8, Sé, São Paulo, 01018-010;-46.6336900306091;-23.551560013346176
Rua Afonso Sardinha 237, Lapa, São Paulo, 05076-000;-46.7058899843627;-23.522389984467253
Rua Augusta 346, Consolação, São Paulo, 01304-000;-46.649689994123634;-23.551020009234094
Rua da Mooca 2000, Móoca, São Paulo, 03104-000;-46.60582003491271;-23.555040011906556
Avenida Doutor Chucri Zaidan 111, Itaim Bibi, São Paulo, 04583-110;-46.69717276859365;-23.617490341680195
Rua Victório Santim, Itaquera, São Paulo, 08290-000;-46.44747078161053;-23.54943638552279
Rua Bonifácio Cubas 80, Freguesia do Ó, São Paulo, 02731-000;-46.694260009887756;-23.502240014962027
Avenida Giovanni Gronchi 5067, Vila Andrade, São Paulo, 05724-003;-46.73333250910328;-23.62074155463977
Rua Silva Bueno, Ipiranga, São Paulo, 04208-052;-46.60108898037495;-23.593769450577188
Avenida Marechal Tito, São Miguel, São Paulo, 08010-090;-46.44430748557135;-23.492796823571727
Avenida Roland Garros 847, Vila Medeiros, São Paulo, 02235-000;-46.57977997631755;-23.479740011263516
Praça Professor José Azevedo Antunes, Lapa, São Paulo, 05072-000;-46.70506994086554;-23.52415994905129
Avenida da Liberdade 151, Sé, São Paulo, 01502-000;-46.63521000493094;-23.554339997262858
Rua Líbero Badaró 425, Sé, São Paulo, 01009-000;-46.63596999209187;-23.5456500172362
Rua Major Sertório 475, Consolação, São Paulo, 01222-001;-46.64874996368249;-23.545470015865504
Alameda dos Maracatins 77, Moema, São Paulo, 04089-010;-46.65664999124439;-23.60278999600689
Avenida Nossa Senhora do Sabará, Campo Grande, São Paulo, 04685-006;-46.685537343546144;-23.67676984803721
Rua Pamplona 1681, Jardim Paulista, São Paulo, 01405-003;-46.66065997754254;-23.57096001206476
Praça Eduardo Rudge, Pari, São Paulo, 03028-010;-46.61597264989973;-23.53136825810624
Avenida Paulista 1439, Jardim Paulista, São Paulo, 01311-200;-46.658950351419385;-23.55941482203774
Avenida Lins de Vasconcelos 128, Cambuci, São Paulo, 01537-000;-46.62112002569302;-23.56430000325865
Avenida de Pinedo 353, Socorro, São Paulo, 04764-001;-46.71357996143101;-23.66860998033947
Rua Doutor César Castiglioni Júnior 215, Casa Verde, São Paulo, 02515-000;-46.65940000985722;-23.511430017422626
Rua Clemente Álvares 368, Lapa, São Paulo, 05074-050;-46.706040020429555;-23.51969998028116
Rua Amador Bueno 474, Santo Amaro, São Paulo, 04752-005;-46.714389988553904;-23.652799992660434
Avenida do Cursino 1526, Cursino, São Paulo, 04132-001;-46.61775997216708;-23.616000001139938
Avenida Brigadeiro Faria Lima 1762, Pinheiros, São Paulo, 01451-001;-46.68985003917007;-23.572869996341353
Avenida Tucuruvi 25, Tucuruvi, São Paulo, 02305-000;-46.61026001284378;-23.477349995392075
Alameda Vicente Pinzon 173, Itaim Bibi, São Paulo, 04547-130;-46.6866000400328;-23.597099982945764
Rua Vieira de Morais, Campo Belo, São Paulo, 04617-012;-46.67340455464086;-23.620854049396257
Praça Sílvio Romero, Tatuapé, São Paulo, 03323-000;-46.57366861294436;-23.545096995458852
Avenida Sapopemba 4073, Vila Formosa, São Paulo, 03374-000;-46.550299984659205;-23.576249998796854
Rua Araritaguaba 1005, Vila Maria, São Paulo, 02122-011;-46.58456998252524;-23.512619996216443
05302-001, Vila Leopoldina, São Paulo;-46.72887337484059;-23.53066754123225
Rua Araritaguaba 1005, Vila Maria, São Paulo, 02122-011;-46.58456998252524;-23.512619996216443
Avenida Paulista 726, Bela Vista, São Paulo, 01310-100;-46.64984003019046;-23.566749991647313
Rua Domingos de Morais 262, Vila Mariana, São Paulo, 04010-000;-46.64062999498128;-23.579499997934093
Avenida Paes de Barros 183, Móoca, São Paulo, 03115-020;-46.60015998715542;-23.557179995606276
Avenida Paulista 1439, Jardim Paulista, São Paulo, 01311-200;-46.65530000191893;-23.56259001119183
Praça Sílvio Romero 156, Tatuapé, São Paulo, 03081-000;-46.57425377235766;-23.546065424135968
Rua Doutor João Ribeiro 194, Penha, São Paulo, 03634-000;-46.54810996099752;-23.52496000170939
Avenida Benedito Andrade 302, Pirituba, São Paulo, 02936-000;-46.71763001322637;-23.48788001271332
Avenida Professor Alfonso Bovero 1060, Perdizes, São Paulo, 05019-010;-46.684860040752625;-23.53699000251339
Rua Amador Bueno 474, Santo Amaro, São Paulo, 04752-005;-46.714389988553904;-23.652799992660434
Rua Paula Sousa 61, Sé, São Paulo, 01027-001;-46.63235001574844;-23.537820020475337
Alameda Barros 584, Santa Cecília, São Paulo, 01232-001;-46.65681997624077;-23.536259980656325
Rua Barão do Rio Branco 402, Santo Amaro, São Paulo, 04753-000;-46.70870999186707;-23.651740017184864
Rua Doutor Alceu de Campos Rodrigues 229, Itaim Bibi, São Paulo, 04544-000;-46.67436003064475;-23.590720013524745
Avenida Marechal Tito, São Miguel, São Paulo, 08010-090;-46.44430748557135;-23.492796823571727
Rua Sete de Abril 410, República, São Paulo, 01043-000;-46.64229003090517;-23.544479987371943
Avenida Nossa Senhora do Sabará, Campo Grande, São Paulo, 04447-011;-46.6788244143293;-23.68986575069097
Avenida Parada Pinto 217, Cachoeirinha, São Paulo, 02611-000;-46.66658003193632;-23.471930005341733
Avenida Tucuruvi 25, Tucuruvi, São Paulo, 02305-000;-46.61026001284378;-23.477349995392075
Via Anchieta 2027, Sacomã, São Paulo, 04247-002;-46.59144784527015;-23.639428700211788
Avenida Padre Arlindo Vieira 1218, Sacomã, São Paulo, 04297-000;-46.60459101311887;-23.63160236748756
Avenida Waldemar Carlos Pereira 451, Vila Matilde, São Paulo, 03533-001;-46.52111000685073;-23.54327999220382
Avenida Pedroso de Morais 2750, Alto de Pinheiros, São Paulo, 05420-003;-46.70762237680216;-23.55417161250527
Praça Eduardo Rudge, Pari, São Paulo, 03028-010;-46.61597264989973;-23.53136825810624
Avenida São Lucas 104, São Lucas, São Paulo, 03239-000;-46.54685996777698;-23.59381000213037
Rua Doutor Falcão Filho 56, Sé, São Paulo, 01007-010;-46.637005935063975;-23.547657290382517
Rua Paula Sousa 61, Sé, São Paulo, 01027-001;-46.63235001574844;-23.537820020475337
Rua Doutor João Ribeiro 194, Penha, São Paulo, 03634-000;-46.54810996099752;-23.52496000170939
Rua Cardoso de Almeida 345, Perdizes, São Paulo, 05013-000;-46.66553003092554;-23.534479999697993
Rua Teodoro Sampaio 2258, Pinheiros, São Paulo, 05405-250;-46.689890020848196;-23.564870014584102
Avenida Benedito Andrade 302, Pirituba, São Paulo, 02936-000;-46.71763001322637;-23.48788001271332
Rua Doutor Rafael de Barros 37, Vila Mariana, São Paulo, 04003-040;-46.644779959062475;-23.572060011127988
Avenida Rangel Pestana 1206, Brás, São Paulo, 03002-000;-46.62251997116138;-23.546529991341075
Praça da República 291, República, São Paulo, 01045-001;-46.64417998243317;-23.543529982466026
Avenida Rio Branco 408, República, São Paulo, 01206-000;-46.639913630995224;-23.53968033293957
Avenida Brigadeiro Faria Lima, Pinheiros, São Paulo, 01451-001;-46.69043468344513;-23.571951398953278
Rua do Orfanato 80, Vila Prudente, São Paulo, 03131-010;-46.58446001195557;-23.581159991948468
Rua Doutor César Castiglioni Júnior 215, Casa Verde, São Paulo, 02515-000;-46.65940000985722;-23.511430017422626
Rua Voluntários da Pátria 1638, Santana, São Paulo, 02010-400;-46.626189987466745;-23.50587998214452
Rua Barão do Rio Branco 402, Santo Amaro, São Paulo, 04753-000;-46.70870999186707;-23.651740017184864
Avenida Mateo Bei 3, São Mateus, São Paulo, 03949-010;-46.49179919061034;-23.58464306568949
Praça Sílvio Romero 156, Tatuapé, São Paulo, 03081-000;-46.57425377235766;-23.546065424135968
Avenida Celso Garcia 3863, Tatuapé, São Paulo, 03064-000;-46.57482995957827;-23.53530000128565
Avenida Doutor Eduardo Cotching 1700, Vila Formosa, São Paulo, 03356-001;-46.54588003947674;-23.564979985153755
Rua Maria Cândida 1, Vila Guilherme, São Paulo, 02071-010;-46.614728090478394;-23.50077931708283
Avenida Guilherme Cotching 1420, Vila Maria, São Paulo, 02113-012;-46.58856999435861;-23.517130004948527
Rua Domingos de Morais 1592, Vila Mariana, São Paulo, 04010-200;-46.63540999714073;-23.59034001994428
Avenida Paes de Barros, Móoca, São Paulo, 03149-000;-46.58748476418912;-23.57449332090079
Rua Clélia 902, Lapa, São Paulo, 05042-000;-46.691140014068765;-23.524920020031246
Avenida Santa Catarina 2209, Jabaquara, São Paulo, 04378-400;-46.65766998504179;-23.65319000261519
Avenida Professor Francisco Morato 3579, Vila Sônia, São Paulo, 05521-000;-46.73123996086943;-23.591770014535527
Rua do Orfanato 80, Vila Prudente, São Paulo, 03131-010;-46.58446001195557;-23.581159991948468
Rua Itinguçu 840, Penha, São Paulo, 03658-000;-46.50667997380097;-23.524569991754632
Avenida Santa Catarina 2209, Jabaquara, São Paulo, 04378-400;-46.65766998504179;-23.65319000261519
Avenida Professor Francisco Morato 3579, Vila Sônia, São Paulo, 05521-000;-46.73123996086943;-23.591770014535527
Rua Tamandaré 591, Liberdade, São Paulo, 01525-000;-46.63495997275922;-23.564189990779468
Avenida Adolfo Pinheiro, Santo Amaro, São Paulo, 04734-002;-46.699829203714884;-23.643967774405805
Rua Clemente Álvares 368, Lapa, São Paulo, 05074-050;-46.706040020429555;-23.51969998028116
Avenida Sumaré 85, Perdizes, São Paulo, 05016-090;-46.67699999486888;-23.53083001614121
Rua Doutor Albuquerque Lins 878, Santa Cecília, São Paulo, 01230-001;-46.65759999615028;-23.53766000994372
Rua Siqueira Bueno 1691, Belém, São Paulo, 03172-010;-46.58619003677097;-23.55190999971326
Avenida Professor Alfonso Bovero 1060, Perdizes, São Paulo, 05019-010;-46.684860040752625;-23.53699000251339
Avenida Angélica 1784, Consolação, São Paulo, 01228-200;-46.65903003265106;-23.548210018104044
Rua Maciel Monteiro 297, Artur Alvim, São Paulo, 03566-000;-46.490359989223236;-23.538530009583823
Avenida Paulista 436, Bela Vista, São Paulo, 01310-000;-46.64775000263367;-23.56845000924936
Avenida Brigadeiro Luís Antônio 476, República, São Paulo, 01317-000;-46.63895001012784;-23.554459984206815
Rua Cajuru 913, Belém, São Paulo, 03057-000;-46.595690002011;-23.540780005762713
Avenida Rangel Pestana, Brás, São Paulo, 03002-000;-46.62592779518629;-23.547749263368733
Rua Joaquim Nabuco 138, Campo Belo, São Paulo, 04621-001;-46.683999973667795;-23.623949984844757
Avenida Lins de Vasconcelos 128, Cambuci, São Paulo, 01537-000;-46.62112002569302;-23.56430000325865
Rua Vieira de Morais, Campo Belo, São Paulo, 04617-012;-46.67340455464086;-23.620854049396257
Avenida Conselheiro Carrão 1797, Carrão, São Paulo, 03402-001;-46.5435399797482;-23.545830018606893
Avenida Cupecê 2772, Cidade Ademar, São Paulo, 04366-000;-46.658719986052574;-23.665220003419194
Avenida Sapopemba 4073, Vila Formosa, São Paulo, 03374-000;-46.550299984659205;-23.576249998796854
Rua Vaz Muniz 16, Tucuruvi, São Paulo, 02337-000;-46.62125002901129;-23.478670019413656
Avenida Senador Teotônio Vilela 1131, Cidade Dutra, São Paulo, 04801-010;-46.69883996560185;-23.711539992928294
Rua da Consolação 2104, Consolação, São Paulo, 01302-001;-46.66048999254613;-23.553450006783677
Rua Maria Amália Lopes de Azevedo 807, Tremembé, São Paulo, 02350-012;-46.61787002655578;-23.45773001362464
Rua Rubino de Oliveira 181, Brás, São Paulo, 03012-060;-46.612430003756856;-23.538790016220318
Avenida da Liberdade 151, Sé, São Paulo, 01502-000;-46.63521000493094;-23.554339997262858
Avenida Brigadeiro Faria Lima 3064, Itaim Bibi, São Paulo, 01451-000;-46.684069962559306;-23.583290001183414
Rua Júlio Conceição 456, Bom Retiro, São Paulo, 01126-001;-46.640799979977686;-23.527019980143294
Avenida Nova Cantareira 895, Santana, São Paulo, 02331-001;-46.61705002496814;-23.485990019275803
Rua Tutóia 484, Moema, São Paulo, 04007-002;-46.65083999123928;-23.574959981988627
Avenida Presidente Juscelino Kubitschek, Itaim Bibi, São Paulo, 04543-011;-46.68016418678396;-23.590297471743032
Avenida Paes de Barros, Móoca, São Paulo, 03115-001;-46.58877248486263;-23.568559049719475
Avenida Duque de Caxias 200, República, São Paulo, 01214-000;-46.64607999224498;-23.539639983111826
Rua Augusta 2705, Jardim Paulista, São Paulo, 01413-100;-46.666799973075655;-23.564530002681792
Rua Joaquim Floriano 466, Itaim Bibi, São Paulo, 04534-002;-46.67459003006786;-23.584459989138168
Rua Oscar Freire 1478, Jardim Paulista, São Paulo, 05409-010;-46.67279001636095;-23.559080005418082
Avenida Rangel Pestana 215, Sé, São Paulo, 01017-000;-46.63146002526929;-23.549879986583193
Avenida Zelina 569, Vila Prudente, São Paulo, 03143-001;-46.578593331839826;-23.589459480913906
Rua Vaz Muniz, Tucuruvi, São Paulo, 02337-000;-46.620401903391055;-23.47869247981969
Avenida São Miguel, Ermelino Matarazzo, São Paulo, 03871-100;-46.48973426300505;-23.507477173416362
Rua Conselheiro Crispiniano 64, República, São Paulo, 01037-001;-46.64003001835198;-23.546470018823854
Avenida Santa Inês, Mandaqui, São Paulo, 02415-001;-46.63017900184953;-23.470577955447588
Rua Rubino de Oliveira, Brás, São Paulo, 03012-060;-46.61297679157255;-23.53827964163903
Avenida Brigadeiro Luís Antônio 1869, Bela Vista, São Paulo, 01318-002;-46.64675004158482;-23.56456000989516
Rua Joaquim Nabuco, Campo Belo, São Paulo, 04621-001;-46.6837899231742;-23.62397997110336
Rua do Lavapés 1069, Cambuci, São Paulo, 01519-000;-46.62227002280869;-23.56190998738721
Alameda Barão de Limeira 830, Santa Cecília, São Paulo, 01202-002;-46.64771999542029;-23.534239983900562
Rua Doutor César Castiglioni Júnior, Casa Verde, São Paulo, 02515-000;-46.65883697660474;-23.509366547579972
Avenida Doutor Gastão Vidigal 1946, Vila Leopoldina, São Paulo, 05314-000;-46.73398997948226;-23.535000012970997
Avenida Maria Coelho de Aguiar, Jardim São Luís, São Paulo, 05801-130;-46.73013660072639;-23.646290624916087
Rua Cerro Corá, Lapa, São Paulo, 05061-050;-46.698759876517;-23.54101995869587
Avenida Engenheiro Armando Arruda Pereira 700, Jabaquara, São Paulo, 04308-000;-46.64280996035916;-23.634399996900186
Avenida Sumaré 1130, Perdizes, São Paulo, 05016-110;-46.67531003555064;-23.539309987583806
Rua da Mooca, Brás, São Paulo, 03104-000;-46.615557275682;-23.55405211009506
Avenida Brigadeiro Faria Lima 3935, Itaim Bibi, São Paulo, 04538-133;-46.68096002502412;-23.590800018790546
Avenida Paes de Barros 1645, Móoca, São Paulo, 03115-001;-46.591840026244455;-23.56684001328742
Rua Sampaio Viana 22, Vila Mariana, São Paulo, 04004-000;-46.64431996021622;-23.572800007449842
Rua Doutor Rafael de Barros, Vila Mariana, São Paulo, 04003-042;-46.64759480501928;-23.57307724384312
Avenida Professor Alfonso Bovero 1278, Perdizes, São Paulo, 05019-010;-46.68662996342715;-23.535989999555042
Rua Ministro Godói 965, Perdizes, São Paulo, 05015-001;-46.67226439472752;-23.538369724562568
Avenida Paulista 447, Vila Mariana, São Paulo, 01311-000;-46.64798000205681;-23.568760013938302
Rua Vieira de Morais, Campo Belo, São Paulo, 04617-012;-46.67340455464086;-23.620854049396257
Avenida Mutinga 2474, São Domingos, São Paulo, 05110-000;-46.74805003532583;-23.487429988331826
Avenida Indianópolis 1504, Saúde, São Paulo, 04062-001;-46.65133997176372;-23.61143001989062
Avenida Marquês de São Vicente 1148, Barra Funda, São Paulo, 01139-002;-46.671759964279715;-23.51995001245288
Avenida Doutor Eduardo Cotching, Vila Formosa, São Paulo, 03356-001;-46.54021583731156;-23.56938242436764
Rua da Consolação, Jardim Paulista, São Paulo, 01416-000;-46.66614292295153;-23.558683032681
Rua Domingos de Morais 817, Vila Mariana, São Paulo, 04010-100;-46.637449984735554;-23.5839999902919
Rua Afonso Braz 473, Moema, São Paulo, 04511-011;-46.668439976250966;-23.59561999030207
Avenida Paes de Barros 3462, Móoca, São Paulo, 03126-001;-46.58687688636402;-23.581186339991646
Rua Tutóia, Vila Mariana, São Paulo, 04007-004;-46.65099439264473;-23.5776940625628
Avenida São Miguel, Ermelino Matarazzo, São Paulo, 03871-100;-46.48973426300505;-23.507477173416362
Rua Estados Unidos 1821, Jardim Paulista, São Paulo, 01427-002;-46.67145000150029;-23.56474001126584
Avenida Itaberaba 2012, Freguesia do Ó, São Paulo, 02739-000;-46.691549972953055;-23.4850400143699
Avenida Nossa Senhora do Sabará 2507, Campo Grande, São Paulo, 04685-006;-46.68546001738193;-23.676369988208805
Rua Joaquim Floriano 329, Itaim Bibi, São Paulo, 04534-010;-46.673190000780494;-23.584300020516054
Avenida Guapira, Jaçanã, São Paulo, 02265-002;-46.58343490519721;-23.46473996688833
Rua Emília Marengo 100, Vila Formosa, São Paulo, 03336-000;-46.5661299631773;-23.552970017098346
Avenida Cidade Jardim 133, Pinheiros, São Paulo, 01453-000;-46.681810033825144;-23.579009991874457
Rua Barão de Jundiaí 379, Lapa, São Paulo, 05073-010;-46.70837999633903;-23.52497001808368
Avenida Rio Branco, Santa Cecília, São Paulo, 01206-000;-46.64266800064195;-23.536060601262434
Avenida de Pinedo 289, Socorro, São Paulo, 04764-001;-46.713249965903;-23.668049985388322
Rua Cardoso de Almeida, Perdizes, São Paulo, 05013-000;-46.66663244900212;-23.535675081259807
Rua Doutor João Ribeiro 489, Penha, São Paulo, 03634-010;-46.54617845895633;-23.523481293946144
Avenida Rangel Pestana, Brás, São Paulo, 03002-000;-46.62592779518629;-23.547749263368733
Rua Silva Bueno, Ipiranga, São Paulo, 04208-051;-46.60138783401687;-23.59028321041145
Rua Maria Cândida, Vila Guilherme, São Paulo, 02071-002;-46.60024489583459;-23.507154953436533
Avenida Tucuruvi 595, Tucuruvi, São Paulo, 02305-001;-46.60602002712247;-23.48054999647688
Avenida Paulista 2218, Consolação, São Paulo, 01310-300;-46.66071999196927;-23.55745999308185
Rua Butantã 550, Pinheiros, São Paulo, 05424-140;-46.69951998940647;-23.57122001870127
Avenida da Aclimação 68, Liberdade, São Paulo, 01531-001;-46.63352406560654;-23.567392780873398
Avenida São Miguel 4865, Ermelino Matarazzo, São Paulo, 03870-100;-46.48631999571171;-23.507100010061222
Avenida Brasil, Jardim Paulista, São Paulo, 01430-000;-46.66809552482012;-23.572924308193773
Rua do Orfanato, Água Rasa, São Paulo, 03131-010;-46.573136185073494;-23.576400194495356
Praça Sílvio Romero, Tatuapé, São Paulo, 03081-000;-46.57436217062529;-23.5452946436664
Avenida Adolfo Pinheiro 1166, Santo Amaro, São Paulo, 04734-002;-46.69938001162345;-23.643529984934034
Avenida Rebouças 2133, Pinheiros, São Paulo, 05401-300;-46.68067998563902;-23.565909999220594
Rua Professor Antônio Prudente 194, Liberdade, São Paulo, 01509-010;-46.63783002022552;-23.565769979528042
Rua Aroaba 488, Vila Leopoldina, São Paulo, 05315-021;-46.732950036755284;-23.53469998274683
Avenida do Cursino 1355, Cursino, São Paulo, 04133-100;-46.61703996668433;-23.614440003230442
Alameda dos Arapanés 1100, Moema, São Paulo, 04524-001;-46.6671899830304;-23.606670020896317
Avenida Lins de Vasconcelos, Cambuci, São Paulo, 01538-000;-46.62303341769191;-23.57372512527588
Avenida Brigadeiro Faria Lima 1909, Pinheiros, São Paulo, 01452-001;-46.68871999098394;-23.573780019569114
Saúde;-46.61723999999998;-23.631749999999954
Rua Victório Santim, Itaquera, São Paulo, 08290-000;-46.44747078161053;-23.54943638552279
Avenida Santo Amaro 3332, Itaim Bibi, São Paulo, 04556-300;-46.6785400019393;-23.613350020541503
Rua Borges Lagoa 751, Vila Mariana, São Paulo, 04038-031;-46.64403003018538;-23.597099982945764
Sapopemba;-46.52387999999996;-23.59612999999996
Rua Sampaio Viana, Vila Mariana, São Paulo, 04004-000;-46.64630914515691;-23.573766867161456
Rua Vieira de Morais 763, Campo Belo, São Paulo, 04617-012;-46.67404000958149;-23.62033000850134
Rua Dona Veridiana, Consolação, São Paulo, 01238-010;-46.65174490150612;-23.54413995451487
Rua Voluntários da Pátria 2225, Santana, São Paulo, 02011-500;-46.62599996972176;-23.500570004573362
Avenida Adolfo Pinheiro 1332, Santo Amaro, São Paulo, 04733-200;-46.69872002056741;-23.642650010829158
Avenida Professor Francisco Morato, Vila Sônia, São Paulo, 05521-000;-46.73130603584315;-23.591558994967816
Rua Silva Bueno 1319, Ipiranga, São Paulo, 04208-051;-46.601369998697834;-23.590160018573584
Praça Sílvio Romero, Tatuapé, São Paulo, 03323-000;-46.57366861294436;-23.545096995458852
Rua Teodoro Sampaio 758, Jardim Paulista, São Paulo, 05405-050;-46.677740033100235;-23.55752998197336
Avenida Escola Politécnica, Rio Pequeno, São Paulo, 05350-000;-46.75849126689488;-23.568845812047403
Alameda Vicente Pinzon 153, Itaim Bibi, São Paulo, 04547-130;-46.686499960108904;-23.596979996001807
Avenida Rio das Pedras 1879, Aricanduva, São Paulo, 03452-100;-46.50785997813003;-23.56984999662724
Rua da Mooca 2479, Móoca, São Paulo, 03104-002;-46.601009995956446;-23.555329983846903
Rua Emília Marengo, Tatuapé, São Paulo, 03336-000;-46.56456537907694;-23.552990500451518
Rua Joaquim Floriano 731, Itaim Bibi, São Paulo, 04534-012;-46.67689002429921;-23.585259999886745
Avenida Angélica, Consolação, São Paulo, 01228-200;-46.66088392885935;-23.552093989399054
Rua Paula Sousa, Sé, São Paulo, 01027-001;-46.630243873470064;-23.538460509610395
Rua Três Rios 464, Bom Retiro, São Paulo, 01125-030;-46.638610040135035;-23.528759979423484
Avenida Sumaré 85, Perdizes, São Paulo, 05016-090;-46.67699999486888;-23.53083001614121
Avenida Rangel Pestana, Brás, São Paulo, 03002-000;-46.62592779518629;-23.547749263368733
Avenida Duque de Caxias, República, São Paulo, 01214-000;-46.64127499869967;-23.535720849239137
Avenida Mateo Bei 2592, São Mateus, São Paulo, 03949-200;-46.48126998286753;-23.604280005024876
Avenida Parada Pinto, Cachoeirinha, São Paulo, 02611-002;-46.665485878206276;-23.47032447497854
Rua Amador Bueno 474, Santo Amaro, São Paulo, 04752-005;-46.714389988553904;-23.652799992660434
Rua Amador Bueno 474, Santo Amaro, São Paulo, 04752-005;-46.714389988553904;-23.652799992660434
Rua Muniz de Sousa, Liberdade, São Paulo, 01534-001;-46.62894385951764;-23.57246627352628
Alameda dos Maracatins 992, Moema, São Paulo, 04089-013;-46.66271999788597;-23.608849986274194
Alameda Santos 1873, Jardim Paulista, São Paulo, 01419-100;-46.6591400032207;-23.56100998053374
Avenida Brasil 26, Jardim Paulista, São Paulo, 01430-000;-46.661660022410416;-23.578710003559806
Rua Doutor César 1087, Santana, São Paulo, 02013-003;-46.636429990938126;-23.50308000738876
Avenida Francisco Matarazzo 1455, Barra Funda, São Paulo, 05001-100;-46.676379985490996;-23.52620002046517
Avenida Ibirapuera 2210, Moema, São Paulo, 04028-001;-46.66239997682274;-23.603440012598156
Praça Charles Miller;-46.665719999999965;-23.544599999999946
Avenida Paulista 1374, Bela Vista, São Paulo, 01310-100;-46.65454001475803;-23.562829985079745
Rua Estados Unidos 746, Tupã, São Paulo, 17605-253;-50.527074373349826;-21.934843528655115
Rua Cajuru 913, Belém, São Paulo, 03057-000;-46.595690002011;-23.540780005762713
Avenida Paes de Barros, Móoca, São Paulo, 03115-001;-46.58877248486263;-23.568559049719475
Avenida Pedroso de Morais 1314, Pinheiros, São Paulo, 05420-001;-46.69527002922038;-23.55990998147051
Avenida Conselheiro Carrão, Carrão, São Paulo, 03403-001;-46.54660989369573;-23.543494946110755
Avenida Professor Francisco Morato, Butantã, São Paulo, 05512-000;-46.70730807375138;-23.57567463605682
Avenida Engenheiro George Corbisier 1151, Jabaquara, São Paulo, 04345-001;-46.644939969594105;-23.646889996550456
Avenida Guilherme Cotching, Vila Maria, São Paulo, 02113-012;-46.58972149229052;-23.5184920642318
Alameda dos Maracatins, Moema, São Paulo, 04089-001;-46.660064312131375;-23.606194579877616
Avenida Marechal Tito, São Miguel, São Paulo, 08010-090;-46.44430748557135;-23.492796823571727
Rua Domingos Sérgio dos Anjos, São Domingos, São Paulo, 05136-170;-46.750730458135315;-23.500991149608126
Rua Rui Barbosa 167, Bela Vista, São Paulo, 01326-010;-46.64532000508407;-23.557049992288015
Rua Ribeiro de Lima 583, Bom Retiro, São Paulo, 01122-000;-46.63832002628516;-23.531329996665633
Alameda Santos 2313, Jardim Paulista, São Paulo, 01419-002;-46.66225002457492;-23.55829998550857
Rua Capitão Manuel Freitas Novaes 26, Campo Grande, São Paulo, 04663-020;-46.6804610353355;-23.65332034283337
Avenida Marquês de São Vicente 121, Barra Funda, São Paulo, 01139-001;-46.661019980283925;-23.522590018586527
Avenida Adolfo Pinheiro 159, Santo Amaro, São Paulo, 04734-000;-46.70497996113494;-23.650959997275365
Rua Boa Vista, Sé, São Paulo, 01014-001;-46.63356328268531;-23.54573628835775
Rua Conselheiro Ribas 316, Lapa, São Paulo, 05093-060;-46.72077148158287;-23.51471894533474
Avenida Santa Catarina, Jabaquara, São Paulo, 04378-000;-46.66489206904445;-23.644632688784533
Avenida Vital Brasil, Butantã, São Paulo, 05503-000;-46.70997001600501;-23.570800138410284
Avenida Engenheiro Luís Carlos Berrini 1307, Itaim Bibi, São Paulo, 04571-010;-46.69377000382812;-23.608259984109665
Rua Domingos Sérgio dos Anjos, São Domingos, São Paulo, 05136-170;-46.750730458135315;-23.500991149608126
Rua Fradique Coutinho 1149, Pinheiros, São Paulo, 05416-011;-46.69039997583741;-23.557709983344054
